"seqnames","start","end","width","strand","Conc","Conc_p53KD","Conc_Scramble","Fold","p.value","FDR","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME","annotation_category","input_gene","ENTREZID"
"chr2",27212086,27212586,501,"*",6.10849327884953,5.63237457424861,6.46586611093208,-0.565092887747583,0.190989247676858,0.49013406719612,"Promoter (<=1kb)",2,27212177,27213433,1257,1,"51374","ENST00000484646.1",0,"ENSG00000138085","ATRAID","all-trans retinoic acid induced differentiation factor","Promoter (<=1 kb)","ATRAID","51374"
"chr1",32817439,32817939,501,"*",5.49422677599155,4.63060031288962,6.0307080605149,-0.62146465802628,0.191064055989549,0.49013406719612,"Promoter (<=1kb)",1,32817442,32857854,40413,1,"64766","ENST00000373476.5",0,"ENSG00000116497","S100PBP","S100P binding protein","Promoter (<=1 kb)","S100PBP","64766"
"chr6",3068590,3069090,501,"*",5.51102948167479,4.79767878521015,5.9862160974619,-0.615792611987943,0.191327277771119,0.490418845647212,"Promoter (<=1kb)",6,3068695,3090908,22214,1,"8737","ENST00000678084.1",0,"ENSG00000137275","RIPK1","receptor interacting serine/threonine kinase 1","Promoter (<=1 kb)","RIPK1","8737"
"chrX",54182705,54183205,501,"*",5.75176290747338,5.3081146477313,6.0905890112261,-0.548585152800947,0.191795005705154,0.491226954198733,"Promoter (<=1kb)",23,54171542,54182778,11237,2,"54954","ENST00000497680.1",0,"ENSG00000184083","FAM120C","family with sequence similarity 120 member C","Promoter (<=1 kb)","FAM120C","54954"
"chr12",109097755,109098255,501,"*",5.82093427022475,5.18055280767226,6.26290285562531,-0.606070889177333,0.191967439684199,0.491278070422947,"Promoter (<=1kb)",12,109098118,109110975,12858,1,"7374","ENST00000336865.6",0,"ENSG00000076248","UNG","uracil DNA glycosylase","Promoter (<=1 kb)","UNG","7374"
"chr14",68547623,68548123,501,"*",5.97477047762151,5.24661448814571,6.45640522971401,-0.615299925834384,0.192583302662426,0.492463016808203,"Promoter (2-3kb)",14,68545562,68594988,49427,1,"5890","ENST00000556251.1",2061,"ENSG00000182185","RAD51B","RAD51 paralog B","Promoter (2-3 kb)","RAD51B","5890"
"chr17",59755916,59756416,501,"*",5.08452457415023,5.59643890647602,4.28379539386036,0.617666355332439,0.193111467402585,0.49331303863761,"Intron (ENST00000585847.6/81671, intron 4 of 10)",17,59735338,59840106,104769,1,"81671","ENST00000592619.5",20578,"ENSG00000062716","VMP1","vacuole membrane protein 1","Other intron","VMP1","81671"
"chr19",11089228,11089728,501,"*",5.11129760207601,4.05272180287558,5.71526852492138,-0.612463967961543,0.193298938803363,0.49331303863761,"Promoter (<=1kb)",19,11088877,11089297,421,2,"115271120","ENST00000828660.1",0,NA,"LDLR-AS1","LDLR antisense RNA 1","Promoter (<=1 kb)","LDLR-AS1","115271120"
"chr12",109900080,109900580,501,"*",5.03395314774953,4.16665223297913,5.57182424397186,-0.617869993584854,0.193475409431975,0.49331303863761,"Promoter (<=1kb)",12,109900264,109905027,4764,1,"84260","ENST00000537218.1",0,"ENSG00000139437","TCHP","trichoplein keratin filament binding","Promoter (<=1 kb)","TCHP","84260"
"chr16",30922809,30923309,501,"*",5.36038492737442,4.38901107179512,5.93567775013914,-0.615114536361709,0.19355539643325,0.49331303863761,"Promoter (<=1kb)",16,30919319,30923279,3961,2,"283932","ENST00000563777.2",0,"ENSG00000260852","FBXL19-AS1","FBXL19 antisense RNA 1","Promoter (<=1 kb)","FBXL19-AS1","283932"
"chr20",53829654,53830154,501,"*",4.69115034835416,3.68465352010942,5.27827197318344,-0.613187678961805,0.193681251979074,0.49331303863761,"Distal Intergenic",20,53845519,53850272,4754,1,"124904934","ENST00000745917.1",-15365,NA,"LOC124904934","uncharacterized LOC124904934","Distal intergenic","LOC124904934","124904934"
"chr3",195546021,195546521,501,"*",5.35246548683442,4.60315672156303,5.84315008713006,-0.614453193024399,0.194308667259219,0.494377254950843,"Promoter (2-3kb)",3,195528717,195543386,14670,2,"5504","ENST00000462906.1",-2635,"ENSG00000184203","PPP1R2","protein phosphatase 1 regulatory inhibitor subunit 2","Promoter (2-3 kb)","PPP1R2","5504"
"chr8",22141466,22141966,501,"*",5.49364540642555,4.64861024086404,6.02301937101582,-0.61656937711183,0.194405953452116,0.494377254950843,"Promoter (<=1kb)",8,22138020,22141853,3834,2,"80346","ENST00000334530.9",0,"ENSG00000168476","REEP4","receptor accessory protein 4","Promoter (<=1 kb)","REEP4","80346"
"chr3",40457427,40457927,501,"*",5.68222483027304,5.15706043607028,6.06640737629009,-0.575623159620238,0.194689296215423,0.494707344168844,"Promoter (<=1kb)",3,40457877,40462368,4492,1,"9045","ENST00000479563.5",0,"ENSG00000188846","RPL14","ribosomal protein L14","Promoter (<=1 kb)","RPL14","9045"
"chr14",68682608,68683108,501,"*",5.48759631569411,4.60243276089434,6.03215476056127,-0.61516338785914,0.1951348649176,0.495430385606125,"Promoter (<=1kb)",14,68627166,68683442,56277,2,"124903333","ENST00000821860.1",334,NA,"RAD51B-AS1","RAD51B antisense RNA 1","Promoter (<=1 kb)","RAD51B-AS1","124903333"
"chr7",1160462,1160962,501,"*",6.24602653908049,5.85103547357761,6.55579169365589,-0.522278073886683,0.195281374835437,0.495430385606125,"Promoter (<=1kb)",7,1160481,1163116,2636,1,"101927021","ENST00000720935.1",0,"ENSG00000229043","ZFAND2A-DT","ZFAND2A divergent transcript","Promoter (<=1 kb)","ZFAND2A-DT","101927021"
"chr19",572430,572930,501,"*",4.86876958857621,4.19432072547613,5.32655135733524,-0.605656316551819,0.19580091202499,0.495967404516131,"Promoter (<=1kb)",19,572529,583442,10914,1,"682","ENST00000679472.1",0,"ENSG00000172270","BSG","basigin (Ok blood group)","Promoter (<=1 kb)","BSG","682"
"chr11",11992472,11992972,501,"*",4.63673452135586,5.11627870964502,3.91340251546039,0.610025506028118,0.196019268252386,0.496130465286087,"Promoter (1-2kb)",11,11964615,11994719,30105,2,"27122","ENST00000528188.5",1747,"ENSG00000050165","DKK3","dickkopf Wnt signaling pathway inhibitor 3","Promoter (1-2 kb)","DKK3","27122"
"chr10",68720677,68721177,501,"*",5.55143693057173,4.96131304325396,5.96904821510645,-0.592327933953754,0.197243846202784,0.498446801933624,"Promoter (<=1kb)",10,68721012,68742408,21397,1,"55749","ENST00000536391.5",0,"ENSG00000060339","CCAR1","cell division cycle and apoptosis regulator 1","Promoter (<=1 kb)","CCAR1","55749"
"chr7",66114817,66115317,501,"*",5.88742882535597,5.17775616926907,6.36099874596618,-0.606177306135602,0.197887704928411,0.499681963385062,"Promoter (<=1kb)",7,66114826,66152870,38045,1,"27297","ENST00000431089.6",0,"ENSG00000241258","CRCP","CGRP receptor component","Promoter (<=1 kb)","CRCP","27297"
"chr14",23301750,23302250,501,"*",5.72635936584442,4.46151303120619,6.38980082395163,-0.591241598448712,0.198044064467355,0.499685180668612,"Promoter (<=1kb)",14,23302296,23311735,9440,1,"599","ENST00000679219.1",-46,"ENSG00000129473","BCL2L2","BCL2 like 2","Promoter (<=1 kb)","BCL2L2","599"
"chr17",82586279,82586779,501,"*",2.57229480290596,0,3.51300339689357,-0.48092836807446,0.198784228632301,0.500692917053636,"Promoter (<=1kb)",17,82586130,82587562,1433,1,"3607","ENST00000575578.1",149,"ENSG00000141568","FOXK2","forkhead box K2","Promoter (<=1 kb)","FOXK2","3607"
"chr20",2469986,2470486,501,"*",6.07804152117208,5.58024913910815,6.44743583091846,-0.565731782971026,0.199361161616953,0.500692917053636,"Promoter (<=1kb)",20,2461660,2470732,9073,2,"6628","ENST00000474384.2",246,"ENSG00000125835","SNRPB","small nuclear ribonucleoprotein polypeptides B and B1","Promoter (<=1 kb)","SNRPB","6628"
"chr16",30096323,30096823,501,"*",5.10150829443682,3.66570520708977,5.80669792087284,-0.575438415826652,0.199411437456483,0.500692917053636,"Promoter (<=1kb)",16,30096363,30105193,8831,1,"101928595","ENST00000515455.4",0,"ENSG00000250616","YPEL3-DT","YPEL3 divergent transcript","Promoter (<=1 kb)","YPEL3-DT","101928595"
"chr2",105330198,105330698,501,"*",6.18765047834337,5.57481192342717,6.61642658740274,-0.593841798550136,0.199437368208939,0.500692917053636,"Promoter (<=1kb)",2,105264414,105329735,65322,2,"9392","ENST00000393359.7",-463,"ENSG00000135966","TGFBRAP1","transforming growth factor beta receptor associated protein 1","Promoter (<=1 kb)","TGFBRAP1","9392"
"chr7",75073544,75074044,501,"*",5.40529439301183,4.0442168303435,6.09298989258963,-0.580724732270909,0.199505736435421,0.500692917053636,"Promoter (<=1kb)",7,75027122,75073881,46760,2,"81554","ENST00000614461.4",0,"ENSG00000274523","RCC1L","RCC1 like","Promoter (<=1 kb)","RCC1L","81554"
"chr4",3461406,3461906,501,"*",4.9731921080698,4.14043902355904,5.49780065903494,-0.609168838558925,0.19953125558562,0.500692917053636,"Promoter (1-2kb)",4,3463306,3494482,31177,1,"285489","ENST00000340083.6",-1400,"ENSG00000175920","DOK7","docking protein 7","Promoter (1-2 kb)","DOK7","285489"
"chr10",79413132,79413632,501,"*",4.94503339215447,4.31376911984339,5.38267619070188,-0.595979674337817,0.199742109160931,0.500826999850049,"Intron (ENST00000372336.4/219654, intron 2 of 3)",10,79386037,79444219,58183,2,"219654","ENST00000372333.3",30587,"ENSG00000165424","ZCCHC24","zinc finger CCHC-type containing 24","Other intron","ZCCHC24","219654"
"chr2",494815,495315,501,"*",3.23327124580165,4.02000253470605,1.36992812123475,0.548084405748998,0.199985601014605,0.500826999850049,"Promoter (<=1kb)",2,490944,495251,4308,2,"727944","ENST00000825685.1",0,"ENSG00000223985","LINC01874","long intergenic non-protein coding RNA 1874","Promoter (<=1 kb)","LINC01874","727944"
"chr20",23607515,23608015,501,"*",4.47156782783141,5.12223056425647,3.25434810297369,0.590409192793165,0.20051750311783,0.501605120377055,"Promoter (1-2kb)",20,23602410,23605917,3508,2,"128822","ENST00000376971.4",-1598,"ENSG00000173335","CST9","cystatin 9","Promoter (1-2 kb)","CST9","128822"
"chr19",12681623,12682123,501,"*",5.19052141553462,4.21485249764771,5.76728150556821,-0.603239835026593,0.200968910330476,0.502344320469197,"Promoter (<=1kb)",19,12668071,12681834,13764,2,"1725","ENST00000648033.1",0,"ENSG00000095059","DHPS","deoxyhypusine synthase","Promoter (<=1 kb)","DHPS","1725"
"chr2",70086363,70086863,501,"*",7.00664792427681,6.6342812466995,7.30235428126293,-0.504440106890754,0.201855953850838,0.503297477139808,"Promoter (<=1kb)",2,69960108,70086483,126376,2,"151516","ENST00000682294.2",0,"ENSG00000293615","ASPRV1","aspartic peptidase retroviral like 1","Promoter (<=1 kb)","ASPRV1","151516"
"chr21",46295621,46296121,501,"*",4.48748716985801,3.6873870354815,4.9991481818296,-0.605624952748647,0.201878100910321,0.503297477139808,"Intron (ENST00000397701.9/54059, intron 3 of 4)",21,46286645,46297751,11107,1,"54059","ENST00000397691.1",8976,"ENSG00000182362","YBEY","ybeY metalloendoribonuclease","Other intron","YBEY","54059"
"chr19",5622893,5623393,501,"*",5.24044475922518,3.86733906825942,5.93103234594548,-0.575211195382547,0.202185360885583,0.503297477139808,"Promoter (<=1kb)",19,5623035,5668349,45315,1,"6294","ENST00000589863.5",0,"ENSG00000160633","SAFB","scaffold attachment factor B","Promoter (<=1 kb)","SAFB","6294"
"chr20",62623411,62623911,501,"*",6.31020043189092,5.74621081002071,6.71463603916414,-0.579634839644422,0.202206137894925,0.503297477139808,"Exon (ENST00000731901.1/ENST00000731901.1, exon 1 of 1)",20,62633681,62635407,1727,2,"124904948","ENST00000731790.1",11496,NA,"LOC124904948","uncharacterized LOC124904948","Other exon","LOC124904948","124904948"
"chr9",120793473,120793973,501,"*",4.92076936530661,4.24440726799336,5.37942312819855,-0.597698475581243,0.202440198570393,0.503297477139808,"Promoter (<=1kb)",9,120793503,120801728,8226,1,"100288842","ENST00000437707.2",0,"ENSG00000214654","B3GALT9","beta-1,3-galactosyltransferase 9","Promoter (<=1 kb)","B3GALT9","100288842"
"chr2",32010455,32010955,501,"*",5.41146700038891,4.62365262840108,5.91814923933715,-0.604508960124175,0.202507595098329,0.503297477139808,"Promoter (<=1kb)",2,31865060,32010557,145498,2,"51072","ENST00000295065.9",0,"ENSG00000162959","MEMO1","mediator of cell motility 1","Promoter (<=1 kb)","MEMO1","51072"
"chr12",103956775,103957275,501,"*",4.33232385626973,2.84484167075769,5.04897732008948,-0.567736664547673,0.202895326905044,0.503417598547283,"Promoter (<=1kb)",12,103950194,103957215,7022,2,"728568","ENST00000378090.9",0,"ENSG00000204954","UQCC6","ubiquinol-cytochrome c reductase complex assembly factor 6","Promoter (<=1 kb)","UQCC6","728568"
"chr17",34980926,34981426,501,"*",5.12366923718602,4.38416687056895,5.61018188855945,-0.601779594666178,0.202960726416176,0.503417598547283,"Promoter (<=1kb)",17,34942559,34981078,38520,2,"10693","ENST00000585073.1",0,"ENSG00000132141","CCT6B","chaperonin containing TCP1 subunit 6B","Promoter (<=1 kb)","CCT6B","10693"
"chr16",27717638,27718138,501,"*",5.27679011438776,4.7067283271477,5.68431914406857,-0.579849735499635,0.203439627398878,0.503829730575853,"Promoter (<=1kb)",16,27708429,27718775,10347,2,"100128079","ENST00000812882.1",637,"ENSG00000261329","LOC100128079","uncharacterized LOC100128079","Promoter (<=1 kb)","LOC100128079","100128079"
"chr12",6614047,6614547,501,"*",5.46237547770857,4.83084162396215,5.90014676260116,-0.591664310420371,0.20381727327538,0.503938814973003,"Promoter (<=1kb)",12,6614057,6627152,13096,1,"105369631","ENST00000776294.1",0,NA,"LOC105369631","uncharacterized LOC105369631","Promoter (<=1 kb)","LOC105369631","105369631"
"chr17",40100109,40100609,501,"*",5.12313179063423,3.73609453498117,5.81703200330776,-0.570972711978676,0.204061420152893,0.503938814973003,"Promoter (<=1kb)",17,40092793,40100589,7797,2,"9572","ENST00000246672.4",0,"ENSG00000126368","NR1D1","nuclear receptor subfamily 1 group D member 1","Promoter (<=1 kb)","NR1D1","9572"
"chr17",78986701,78987201,501,"*",4.49294528619334,3.0442168303435,5.20104936628789,-0.566080188262269,0.204109296567278,0.503938814973003,"Distal Intergenic",17,78972470,78979947,7478,2,"3959","ENST00000588198.5",-6754,"ENSG00000108679","LGALS3BP","galectin 3 binding protein","Distal intergenic","LGALS3BP","3959"
"chr11",57335408,57335908,501,"*",5.77699264755529,5.33747374695154,6.11341262629426,-0.536029844358009,0.204424611292895,0.504224772069749,"Promoter (<=1kb)",11,57325986,57335851,9866,2,"6749","ENST00000293880.9",0,"ENSG00000149136","SSRP1","structure specific recognition protein 1","Promoter (<=1 kb)","SSRP1","6749"
"chr1",7312629,7313129,501,"*",4.37855926978489,2.93795107514917,5.08483610605006,-0.568227402874644,0.20453810586442,0.504224772069749,"Promoter (<=1kb)",1,7312886,7370270,57385,1,"23261","ENST00000849779.1",0,"ENSG00000171735","CAMTA1","calmodulin binding transcription activator 1","Promoter (<=1 kb)","CAMTA1","23261"
"chr17",50661747,50662247,501,"*",4.96942498812715,4.10276586030178,5.50705368857765,-0.601305268485794,0.204850629447957,0.504272779385644,"Promoter (<=1kb)",17,50662152,50667594,5443,1,"8714","ENST00000513589.1",0,"ENSG00000108846","ABCC3","ATP binding cassette subfamily C member 3","Promoter (<=1 kb)","ABCC3","8714"
"chr12",31728940,31729440,501,"*",5.00474008517192,4.3716788572623,5.44323866936881,-0.58930854668627,0.205159022147596,0.504272779385644,"Promoter (<=1kb)",12,31671142,31729021,57880,2,"196394","ENST00000281471.11",0,"ENSG00000151743","AMN1","antagonist of mitotic exit network 1 homolog","Promoter (<=1 kb)","AMN1","196394"
"chr17",42553965,42554465,501,"*",5.74671570322611,5.21069724970509,6.13664409135956,-0.572207841443273,0.2051603312298,0.504272779385644,"Promoter (<=1kb)",17,42552431,42554841,2411,2,"108783654","ENST00000590513.3",376,"ENSG00000266962","HSD17B1-AS1","HSD17B1 antisense RNA 1","Promoter (<=1 kb)","HSD17B1-AS1","108783654"
"chr1",26692445,26692945,501,"*",5.01929525983993,4.23157958180474,5.5259372614591,-0.600596227403661,0.205326403475616,0.504272779385644,"Promoter (<=1kb)",1,26693236,26781177,87942,1,"8289","ENST00000430799.7",-291,"ENSG00000117713","ARID1A","AT-rich interaction domain 1A","Promoter (<=1 kb)","ARID1A","8289"
"chr17",48541971,48542471,501,"*",5.14617813345932,4.44806863799205,5.61462655289294,-0.596018781713995,0.205340126180622,0.504272779385644,"Promoter (<=1kb)",17,48543002,48546096,3095,1,"100874362","ENST00000717337.1",-531,"ENSG00000230148","HOXB-AS1","HOXB cluster antisense RNA 1","Promoter (<=1 kb)","HOXB-AS1","100874362"
"chr3",50340372,50340872,501,"*",6.12911220663399,5.56684759094687,6.5326654289735,-0.576024992129387,0.206430547399671,0.5064550654157,"Promoter (<=1kb)",3,50329788,50340836,11049,2,"11186","ENST00000359365.9",0,"ENSG00000068028","RASSF1","Ras association domain family member 1","Promoter (<=1 kb)","RASSF1","11186"
"chr7",100015385,100015885,501,"*",6.29847596721868,5.94375854336126,6.58296309353163,-0.490124778032406,0.206625702714835,0.5064550654157,"Promoter (<=1kb)",7,100015572,100041688,26117,1,"7586","ENST00000535170.5",0,"ENSG00000106261","ZKSCAN1","zinc finger with KRAB and SCAN domains 1","Promoter (<=1 kb)","ZKSCAN1","7586"
"chr5",149455992,149456492,501,"*",5.35928512256008,4.5547282296276,5.87273756251418,-0.599055502955436,0.206700313786979,0.5064550654157,"Distal Intergenic",5,149430646,149430733,88,1,"406937","ENST00000384967.1",25346,"ENSG00000276365","MIR145","microRNA 145","Distal intergenic","MIR145","406937"
"chr14",104815938,104816438,501,"*",5.88163168672863,5.36955293322,6.25879837258847,-0.563706062812389,0.207037189728451,0.506895004031206,"Exon (ENST00000723766.1/ENST00000723766.1, exon 1 of 2)",14,104821201,104823718,2518,1,"196872","ENST00000555578.1",-4763,"ENSG00000258701","VESTAR","VEGFC mRNA stability associated lncRNA","Other exon","VESTAR","196872"
"chr9",89310551,89311051,501,"*",5.66430231092318,5.16333769598965,6.03543273026281,-0.556779021327444,0.207528707313882,0.507080591245167,"Promoter (<=1kb)",9,89181573,89310934,129362,2,"105376136","ENST00000842494.1",0,NA,"LOC105376136","uncharacterized LOC105376136","Promoter (<=1 kb)","LOC105376136","105376136"
"chr1",1273845,1274345,501,"*",5.93874723432068,4.94397572810606,6.52196268447027,-0.592255042973757,0.207585133411662,0.507080591245167,"Promoter (<=1kb)",1,1274033,1277498,3466,1,"101928895","ENST00000762567.1",0,NA,"LINC01786","long intergenic non-protein coding RNA 1786","Promoter (<=1 kb)","LINC01786","101928895"
"chr12",122400210,122400710,501,"*",4.19649002667907,2.66570520708977,4.92237159000403,-0.553389006331302,0.208104167822566,0.507963355094172,"Promoter (<=1kb)",12,122377721,122400014,22294,2,"6249","ENST00000535290.5",-196,"ENSG00000130779","CLIP1","CAP-Gly domain containing linker protein 1","Promoter (<=1 kb)","CLIP1","6249"
"chr5",149345326,149345826,501,"*",5.89053021390994,5.2534373272274,6.33094313015817,-0.587022685910257,0.208566649985571,0.50870684803445,"Promoter (<=1kb)",5,149324220,149345346,21127,2,"124901103","ENST00000648705.2",0,NA,"LOC124901103","uncharacterized LOC124901103","Promoter (<=1 kb)","LOC124901103","124901103"
"chr5",134526745,134527245,501,"*",5.31527757090831,4.49469514216696,5.83510797439368,-0.594149213210879,0.210223545620447,0.512166417715874,"Promoter (<=1kb)",5,134526637,134575467,48831,1,"23338","ENST00000681498.1",108,"ENSG00000043143","JADE2","jade family PHD finger 2","Promoter (<=1 kb)","JADE2","23338"
"chr7",135557785,135558285,501,"*",5.58004394315563,4.86144498649849,6.05752720752583,-0.592064732592346,0.210302970402887,0.512166417715874,"Promoter (<=1kb)",7,135557917,135648753,90837,1,"23165","ENST00000285968.11",0,"ENSG00000155561","NUP205","nucleoporin 205","Promoter (<=1 kb)","NUP205","23165"
"chr6",16713624,16714124,501,"*",4.47755660249892,3.45350640470606,5.07044755908512,-0.584390632711622,0.211375092543847,0.514388631553079,"Intron (ENST00000244769.8/6310, intron 3 of 8)",6,16432564,16750092,317529,2,"6310","ENST00000483591.6",35968,"ENSG00000124788","ATXN1","ataxin 1","Other intron","ATXN1","6310"
"chr3",9915589,9916089,501,"*",4.79671001254815,3.43123995345275,5.48546512884962,-0.559585696838967,0.211711979887436,0.514819622035714,"Promoter (<=1kb)",3,9917074,9933620,16547,1,"84818","ENST00000416074.6",-985,"ENSG00000163702","IL17RC","interleukin 17 receptor C","Promoter (<=1 kb)","IL17RC","84818"
"chr7",100958189,100958689,501,"*",2.581665940743,3.41688335232721,0.369928121234746,0.508310365369786,0.212388867376826,0.51493995131783,"Promoter (<=1kb)",7,100957965,100967890,9926,1,"4584","ENST00000414964.5",224,"ENSG00000169894","MUC3A","mucin 3A, cell surface associated","Promoter (<=1 kb)","MUC3A","4584"
"chr12",53268005,53268505,501,"*",5.71813770394581,4.91450791173797,6.2312181274709,-0.59111380542027,0.212496127493198,0.51493995131783,"Promoter (<=1kb)",12,53268299,53293638,25340,1,"9700","ENST00000257934.9",0,"ENSG00000135476","ESPL1","extra spindle pole bodies like 1, separase","Promoter (<=1 kb)","ESPL1","9700"
"chr10",93437081,93437581,501,"*",5.12491214792385,5.5477805297805,4.5241591997279,0.577303754188683,0.212545841924394,0.51493995131783,"Intron (ENST00000359263.9/26509, intron 3 of 53)",10,93306430,93482194,175765,2,"26509","ENST00000358334.9",44613,"ENSG00000138119","MYOF","myoferlin","Other intron","MYOF","26509"
"chr17",40139817,40140317,501,"*",4.62995057035447,3.64931140161568,5.20840128909308,-0.585278908499466,0.212560563393145,0.51493995131783,"Promoter (<=1kb)",17,40140318,40167080,26763,1,"22794","ENST00000418132.7",-1,"ENSG00000108349","CASC3","CASC3 exon junction complex subunit","Promoter (<=1 kb)","CASC3","22794"
"chr16",2752240,2752740,501,"*",6.13469182083062,5.18950821080074,6.70090936964339,-0.585705751247344,0.213592601907861,0.516854429720491,"Promoter (<=1kb)",16,2737070,2752620,15551,2,"100128788","ENST00000848097.1",0,"ENSG00000205913","SRRM2-AS1","SRRM2 antisense RNA 1","Promoter (<=1 kb)","SRRM2-AS1","100128788"
"chr6",109382301,109382801,501,"*",5.48416402408748,4.57444280629294,6.03773298885641,-0.587114528817637,0.213711829394499,0.516854429720491,"Promoter (<=1kb)",6,109366514,109382457,15944,2,"8763","ENST00000413644.6",0,"ENSG00000135535","CD164","CD164 molecule","Promoter (<=1 kb)","CD164","8763"
"chr11",65916999,65917499,501,"*",2.17728304329235,0,3.17728304329235,-0.423076870645658,0.213832077845256,0.516854429720491,"Promoter (1-2kb)",11,65916810,65919062,2253,2,"83638","ENST00000438576.3",1563,"ENSG00000175573","C11orf68","chromosome 11 open reading frame 68","Promoter (1-2 kb)","C11orf68","83638"
"chr16",58630039,58630539,501,"*",4.79048775914541,3.46151303120619,5.47031595777258,-0.55880750582144,0.215001382765306,0.519291195854436,"Promoter (<=1kb)",16,58599263,58629885,30623,2,"23019","ENST00000569020.5",-154,"ENSG00000125107","CNOT1","CCR4-NOT transcription complex subunit 1","Promoter (<=1 kb)","CNOT1","23019"
"chr4",151759917,151760417,501,"*",4.46692915663435,3.32325558156614,5.09677008967099,-0.568508965300158,0.216636288919192,0.522654756882713,"Promoter (<=1kb)",4,151670863,151760930,90068,2,"5188","ENST00000503160.5",513,"ENSG00000059691","GATB","glutamyl-tRNA amidotransferase subunit B","Promoter (<=1 kb)","GATB","5188"
"chr3",52239257,52239757,501,"*",5.07007013408932,4.34637378608929,5.54977256697556,-0.583626091827146,0.217196907518022,0.522654756882713,"Promoter (<=1kb)",3,52239251,52241122,1872,1,"101929054","ENST00000464958.3",6,"ENSG00000243224","TWF2-DT","TWF2 divergent transcript","Promoter (<=1 kb)","TWF2-DT","101929054"
"chr19",49453130,49453630,501,"*",6.41144158279087,6.79720434476362,5.88330454825443,0.557047333440112,0.217469255801858,0.522654756882713,"Promoter (<=1kb)",19,49453225,49470534,17310,1,"126133","ENST00000540132.5",0,"ENSG00000161618","ALDH16A1","aldehyde dehydrogenase 16 family member A1","Promoter (<=1 kb)","ALDH16A1","126133"
"chr21",25734893,25735393,501,"*",5.03522080583341,4.32413406265693,5.50941299543705,-0.582670660779716,0.217487238812446,0.522654756882713,"Promoter (<=1kb)",21,25734972,25772460,37489,1,"2551","ENST00000400075.4",0,"ENSG00000154727","GABPA","GA binding protein transcription factor subunit alpha","Promoter (<=1 kb)","GABPA","2551"
"chr2",113604208,113604708,501,"*",4.36453695475217,2.93795107514917,5.06762860693735,-0.547680587425728,0.217561017569179,0.522654756882713,"Promoter (<=1kb)",2,113599028,113603778,4751,2,"84771","ENST00000802862.1",-430,"ENSG00000310539","DDX11L2","DEAD/H-box helicase 11 like 2 (pseudogene)","Promoter (<=1 kb)","DDX11L2","84771"
"chr19",11505502,11506002,501,"*",5.62486424676409,4.975092599527,6.07124627238442,-0.578428473746967,0.217629741543627,0.522654756882713,"Promoter (<=1kb)",19,11466240,11505698,39459,2,"115950","ENST00000585656.1",0,"ENSG00000161914","ZNF653","zinc finger protein 653","Promoter (<=1 kb)","ZNF653","115950"
"chr5",958653,959153,501,"*",5.78098148483757,5.27723870842567,6.15362750381372,-0.552240307551951,0.217692721890521,0.522654756882713,"Exon (ENST00000786422.1/ENST00000786422.1, exon 2 of 5)",5,962318,964130,1813,2,"124900931","ENST00000804724.1",4977,"ENSG00000288763","LOC124900931","uncharacterized LOC124900931","Other exon","LOC124900931","124900931"
"chr20",20336497,20336997,501,"*",2.02541391639951,3.02541391639951,0,0.413717405961021,0.217857476211386,0.522654756882713,"Intron (ENST00000245957.10/26074, intron 25 of 26)",20,20368104,20370949,2846,1,"3642","ENST00000310227.3",-31107,"ENSG00000173404","INSM1","INSM transcriptional repressor 1","Other intron","INSM1","3642"
"chr20",6051989,6052489,501,"*",4.69504724162097,3.62988999692656,5.30109089388993,-0.571609701351375,0.217985183883561,0.522654756882713,"Promoter (1-2kb)",20,6050205,6054012,3808,2,"164312","ENST00000698797.1",1523,"ENSG00000125872","LRRN4","leucine rich repeat neuronal 4","Promoter (1-2 kb)","LRRN4","164312"
"chr1",9428418,9428918,501,"*",4.22593714615144,3.32676630095142,4.77566071396209,-0.581660455110376,0.218016136949214,0.522654756882713,"Promoter (<=1kb)",1,9426975,9428916,1942,2,"100506022","ENST00000641507.1",0,"ENSG00000284693","LINC02606","long intergenic non-protein coding RNA 2606","Promoter (<=1 kb)","LINC02606","100506022"
"chr18",24426521,24427021,501,"*",4.96043275176491,4.27769225181965,5.42198147495055,-0.580202703168576,0.218226839983099,0.522770913327544,"Promoter (<=1kb)",18,24426634,24453510,26877,1,"55364","ENST00000648078.1",0,"ENSG00000154059","IMPACT","impact RWD domain protein","Promoter (<=1 kb)","IMPACT","55364"
"chr13",44141798,44142298,501,"*",4.55597783294474,3.78958563681695,5.05383461279808,-0.581755555947909,0.219437115788897,0.523853195851309,"Promoter (<=1kb)",13,44096897,44141834,44938,2,"105370183","ENST00000667227.1",0,NA,"LINC00390","long intergenic non-protein coding RNA 390","Promoter (<=1 kb)","LINC00390","105370183"
"chr22",21629398,21629898,501,"*",6.31138716505667,5.80107754061831,6.68759780188132,-0.552268671824768,0.21965414885013,0.523853195851309,"Promoter (<=1kb)",22,21628089,21630012,1924,2,"150223","ENST00000464015.5",114,"ENSG00000161179","YDJC","YdjC chitooligosaccharide deacetylase homolog","Promoter (<=1 kb)","YDJC","150223"
