gene_id,Gene,chr,start,end,strand
ENSG00000147885.4,IFNA16,chr9,21216372,21217311,-
ENSG00000187608.11,ISG15,chr1,1001137,1014540,+
ENSG00000054148.20,PHPT1,chr9,136847993,136851043,+
ENSG00000085760.17,MTIF2,chr2,55236217,55270263,-
ENSG00000145882.13,PCYOX1L,chr5,149357997,149369653,+
ENSG00000167103.13,PIP5KL1,chr9,127920880,127930823,-
ENSG00000243480.8,AMY2A,chr1,103617426,103625780,+
ENSG00000158806.16,NPM2,chr8,22024080,22036897,+
ENSG00000160685.16,ZBTB7B,chr1,155002542,155018525,+
ENSG00000143545.12,RAB13,chr1,153981616,153986382,-
ENSG00000144381.20,HSPD1,chr2,197485927,197516737,-
ENSG00000058262.13,SEC61A1,chr3,128051640,128071705,+
ENSG00000152669.10,CCNO,chr5,55231151,55233649,-
ENSG00000154813.12,DPH3,chr3,16257060,16264998,-
ENSG00000177432.8,NAP1L5,chr4,88695912,88697829,-
ENSG00000088205.15,DDX18,chr2,117814655,117832716,+
ENSG00000162576.19,MXRA8,chr1,1352682,1361800,-
ENSG00000115507.12,OTX1,chr2,63050056,63057836,+
ENSG00000169026.15,SLC49A3,chr4,681823,689548,-
ENSG00000115539.17,PDCL3,chr2,100562801,100577483,+
ENSG00000049245.14,VAMP3,chr1,7771263,7781447,+
ENSG00000106803.12,SEC61B,chr9,99222063,99230696,+
ENSG00000168484.15,SFTPC,chr8,22156912,22164479,+
ENSG00000158615.10,PPP1R15B,chr1,204396491,204411887,-
ENSG00000123737.15,EXOSC9,chr4,121801317,121817023,+
ENSG00000144713.15,RPL32,chr3,12834466,12841587,-
ENSG00000278224.9,PRICKLE4,chr6,41780738,41787452,+
ENSG00000138028.18,CGREF1,chr2,27098852,27119139,-
ENSG00000113369.10,ARRDC3,chr5,91368630,91383348,-
ENSG00000285891.3,MSANTD5,chr5,178694558,178697761,-
ENSG00000165275.12,TRMT10B,chr9,37753767,37780789,+
ENSG00000066583.14,ISOC1,chr5,129094697,129114130,+
ENSG00000215717.9,TMEM167B,chr1,109090361,109096935,+
ENSG00000112984.14,KIF20A,chr5,138178714,138188171,+
ENSG00000134748.15,PRPF38A,chr1,52404059,52421226,+
ENSG00000239305.9,RNF103,chr2,86602510,86623900,-
ENSG00000160087.23,UBE2J2,chr1,1253906,1274477,-
ENSG00000284234.1,TAF11L5,chr5,17525234,17525831,+
ENSG00000106993.14,CDC37L1,chr9,4679555,4708399,+
ENSG00000074317.13,SNCB,chr5,176620081,176630672,-
ENSG00000086589.14,RBM22,chr5,150690789,150701097,-
ENSG00000160908.17,ZNF394,chr7,99473876,99504918,-
ENSG00000168028.17,RPSA,chr3,39406708,39426255,+
ENSG00000106366.11,SERPINE1,chr7,101122157,101139263,+
ENSG00000204909.8,SPINK9,chr5,148321202,148339852,+
ENSG00000198556.16,ZNF789,chr7,99472793,99503650,+
ENSG00000173531.17,MST1,chr3,49683921,49689501,-
ENSG00000169220.20,RGS14,chr5,177357653,177374390,+
ENSG00000144182.19,LIPT1,chr2,99154954,99163199,+
ENSG00000185875.15,THNSL1,chr10,25016573,25026859,+
ENSG00000146674.18,IGFBP3,chr7,45912244,45921874,-
ENSG00000163825.6,RTP3,chr3,46494610,46501506,+
ENSG00000188529.17,SRSF10,chr1,23962473,23980927,-
ENSG00000144848.13,ATG3,chr3,112531771,112562318,-
ENSG00000254440.3,PBOV1,chr6,138215985,138218491,-
ENSG00000137267.9,TUBB2A,chr6,3153496,3157553,-
ENSG00000119862.15,LGALSL,chr2,64453447,64461382,+
ENSG00000115129.16,TP53I3,chr2,24077432,24085861,-
ENSG00000286905.1,ENSG00000286905,chr2,3532007,3558333,-
ENSG00000122696.16,SLC25A51,chr9,37879399,37904387,-
ENSG00000078401.9,EDN1,chr6,12287458,12297194,+
ENSG00000170445.18,HARS1,chr5,140673034,140691537,-
ENSG00000138363.17,ATIC,chr2,215311955,215352251,+
ENSG00000065978.21,YBX1,chr1,42682143,42703805,+
ENSG00000130717.15,UCK1,chr9,131523755,131531289,-
ENSG00000226314.10,ZKSCAN8P1,chr6,28161755,28170549,+
ENSG00000173540.16,GMPPB,chr3,49716843,49723988,-
ENSG00000160868.18,CYP3A4,chr7,99756953,99784327,-
ENSG00000057757.12,PITHD1,chr1,23778364,23788232,+
ENSG00000131910.6,NR0B2,chr1,26911483,26914073,-
ENSG00000178295.17,GEN1,chr2,17753277,17788946,+
ENSG00000241553.15,ARPC4,chr3,9792483,9807704,+
ENSG00000228474.8,OST4,chr2,27058734,27073830,-
ENSG00000158773.16,USF1,chr1,161039248,161045982,-
ENSG00000124733.6,MEA1,chr6,43011142,43016868,-
ENSG00000232112.5,TMA7,chr3,48440212,48444218,+
ENSG00000288614.1,ENSG00000288614,chr6,53041265,53041385,-
ENSG00000267645.5,POLR2J3-UPK3BL2,chr7,102637048,102671641,-
ENSG00000177275.4,OR2AJ1,chr1,247924888,247935339,+
ENSG00000205129.11,CFAP96,chr4,185426013,185449828,+
ENSG00000172059.13,KLF11,chr2,10042848,10054958,+
ENSG00000029559.9,IBSP,chr4,87799545,87813329,+
ENSG00000143418.22,CERS2,chr1,150959098,150977396,-
ENSG00000023909.12,GCLM,chr1,93885198,93909654,-
ENSG00000134987.15,WDR36,chr5,111092302,111130502,+
ENSG00000203722.10,RAET1G,chr6,149915592,149923126,-
ENSG00000077080.12,ACTL6B,chr7,100643096,100656458,-
ENSG00000169016.19,E2F6,chr2,11444374,11466177,-
ENSG00000069011.17,PITX1,chr5,135027733,135034813,-
ENSG00000146278.12,PNRC1,chr6,89080746,89087711,+
ENSG00000168530.18,MYL1,chr2,210290144,210315180,-
ENSG00000171311.15,EXOSC1,chr10,97428013,97446085,-
ENSG00000136816.18,TOR1B,chr9,129803130,129813640,+
ENSG00000188931.6,CFAP126,chr1,161364732,161367885,-
ENSG00000161911.14,TREML1,chr6,41149166,41155556,-
ENSG00000221978.15,CCNL2,chr1,1385708,1400909,-
ENSG00000084092.9,NOA1,chr4,56961619,56977625,-
ENSG00000130713.19,EXOSC2,chr9,130693720,130707608,+
ENSG00000163348.5,PYGO2,chr1,154957024,154963853,-
ENSG00000183733.6,FIGLA,chr2,70777309,70790643,-
ENSG00000137285.12,TUBB2B,chr6,3223323,3231730,-
ENSG00000155542.14,SETD9,chr5,56909259,56926521,+
ENSG00000143612.23,LTAP1,chr1,154206665,154220686,-
ENSG00000115596.5,WNT6,chr2,218859794,218874233,+
ENSG00000197191.7,CYSRT1,chr9,137225173,137226315,+
ENSG00000138385.18,SSB,chr2,169791932,169812091,+
ENSG00000120436.4,GPR31,chr6,167155246,167157980,-
ENSG00000054356.16,PTPRN,chr2,219289622,219309648,-
ENSG00000142937.14,RPS8,chr1,44775250,44779124,+
ENSG00000112874.12,NUDT12,chr5,103548854,103562817,-
ENSG00000144589.24,STK11IP,chr2,219595804,219616452,+
ENSG00000214367.11,HAUS3,chr4,2227461,2242190,-
ENSG00000117593.14,DARS2,chr1,173824539,173858808,+
ENSG00000162892.16,IL24,chr1,206897442,206904139,+
ENSG00000145817.19,YIPF5,chr5,144158160,144170714,-
ENSG00000196652.14,ZKSCAN5,chr7,99504633,99535360,+
ENSG00000142765.20,SYTL1,chr1,27342008,27353937,+
ENSG00000183665.5,TYW2,chr8,124450819,124462150,+
ENSG00000213413.4,PVRIG,chr7,100218240,100221490,+
ENSG00000168899.7,VAMP5,chr2,85584396,85593421,+
ENSG00000136696.11,IL36B,chr2,113022088,113052867,-
ENSG00000122728.6,TAF1L,chr9,32629453,32635669,-
ENSG00000134262.17,AP4B1,chr1,113894193,113905722,-
ENSG00000106327.15,TFR2,chr7,100620415,100642779,-
ENSG00000198585.13,NUDT16,chr3,131381670,131388830,+
ENSG00000240747.10,KRABD1,chr3,42936335,42942799,+
ENSG00000188163.8,CIMIP2A,chr9,137243583,137247770,-
ENSG00000175857.10,GAPT,chr5,58491427,58497090,+
ENSG00000115226.12,FNDC4,chr2,27491259,27495631,-
ENSG00000183520.14,UTP11,chr1,38009110,38024828,+
ENSG00000214510.11,SPINK13,chr5,148268179,148286255,+
ENSG00000168237.20,GLYCTK,chr3,52286944,52295273,+
ENSG00000115207.17,GTF3C2,chr2,27324197,27357566,-
ENSG00000148346.14,LCN2,chr9,128149070,128153454,+
ENSG00000205279.10,CTXN3,chr5,127649018,127658630,+
ENSG00000163479.16,SSR2,chr1,156009040,156020972,-
ENSG00000184897.7,H1-10,chr3,129314770,129316286,-
ENSG00000168495.15,POLR3D,chr8,22245077,22254601,+
ENSG00000198612.13,COPS8,chr2,237085876,237103208,+
ENSG00000164508.6,H2AC1,chr6,25723396,25726562,-
ENSG00000178074.7,C2orf69,chr2,199911248,199955935,+
ENSG00000164129.14,NPY5R,chr4,163343259,163352477,+
ENSG00000162630.8,B3GALT2,chr1,193177026,193186627,-
ENSG00000163938.19,GNL3,chr3,52681155,52696160,+
ENSG00000160867.17,FGFR4,chr5,177086455,177098156,+
ENSG00000152804.13,HHEX,chr10,92689892,92695647,+
ENSG00000117362.15,APH1A,chr1,150265041,150269580,-
ENSG00000122592.9,HOXA7,chr7,27153715,27157936,-
ENSG00000115568.18,ZNF142,chr2,218633328,218659655,-
ENSG00000239789.8,MRPS17,chr7,55950704,55956500,+
ENSG00000131779.13,PEX11B,chr1,145911347,145918747,-
ENSG00000244623.2,OR2AE1,chr7,99876061,99877033,-
ENSG00000123999.6,INHA,chr2,219569161,219575711,+
ENSG00000269897.5,COMMD3-BMI1,chr10,22316387,22329542,+
ENSG00000155858.7,LSM11,chr5,157743705,157760709,+
ENSG00000123689.8,G0S2,chr1,209675404,209676390,+
ENSG00000164002.14,EXO5,chr1,40508440,40518869,+
ENSG00000231861.3,OR5K2,chr3,98497680,98498631,+
ENSG00000164610.11,RP9,chr7,33094796,33109601,-
ENSG00000115828.19,QPCT,chr2,37342826,37373323,+
ENSG00000275111.7,ZNF2,chr2,95165431,95184317,+
ENSG00000131183.13,SLC34A1,chr5,177379234,177398848,+
ENSG00000170667.18,RASA4B,chr7,102479975,102517800,-
ENSG00000148331.14,ASB6,chr9,129634600,129642363,-
ENSG00000148677.9,ANKRD1,chr10,90912091,90921277,-
ENSG00000236782.10,ZNF593OS,chr1,26169515,26171832,-
ENSG00000161057.15,PSMC2,chr7,103328569,103370346,+
ENSG00000136783.12,NIPSNAP3A,chr9,104747663,104760369,+
ENSG00000134200.4,TSHB,chr1,115029825,115034302,+
ENSG00000106236.6,NPTX2,chr7,98617253,98629870,+
ENSG00000173627.8,APOBEC4,chr1,183646274,183653316,-
ENSG00000171421.15,MRPL36,chr5,1793018,1802029,-
ENSG00000170577.10,SIX2,chr2,45005181,45009520,-
ENSG00000172410.5,INSL5,chr1,66797739,66801276,-
ENSG00000112312.12,GMNN,chr6,24774891,24788205,+
ENSG00000204311.17,PJVK,chr2,178451345,178462408,+
ENSG00000005421.11,PON1,chr7,95297107,95325949,-
ENSG00000123505.22,AMD1,chr6,110874769,110898879,+
ENSG00000169194.10,IL13,chr5,132656262,132661110,+
ENSG00000120729.12,MYOT,chr5,137867776,137887852,+
ENSG00000037241.9,RPL26L1,chr5,172954003,172974768,+
ENSG00000198746.15,GPATCH3,chr1,26890487,26900478,-
ENSG00000176919.15,C8G,chr9,136942531,136946980,+
ENSG00000197385.8,ZNF860,chr3,31981721,31994074,+
ENSG00000131435.15,PDLIM4,chr5,132257639,132273712,+
ENSG00000214042.1,IFNA7,chr9,21201468,21202205,-
ENSG00000135914.8,HTR2B,chr2,231108229,231125103,-
ENSG00000280670.5,CCDC163,chr1,45493862,45500163,-
ENSG00000143409.20,MINDY1,chr1,150995124,151008376,-
ENSG00000145384.5,FABP2,chr4,119316751,119322141,-
ENSG00000162704.17,ARPC5,chr1,183620845,183635908,-
ENSG00000164708.8,PGAM2,chr7,44062723,44065736,-
ENSG00000115138.13,POMC,chr2,25160360,25168952,-
ENSG00000132563.19,REEP2,chr5,138438975,138446969,+
ENSG00000112212.13,TSPO2,chr6,41039277,41044344,+
ENSG00000170166.7,HOXD4,chr2,176151544,176156078,+
ENSG00000136695.16,IL36RN,chr2,113058637,113065382,+
ENSG00000159899.18,NPR2,chr9,35791002,35809732,+
ENSG00000105821.17,DNAJC2,chr7,103310496,103344837,-
ENSG00000135211.8,TMEM60,chr7,77793727,77799723,-
ENSG00000106153.16,CHCHD2,chr7,56094566,56106531,-
ENSG00000106636.11,YKT6,chr7,44200958,44214294,+
ENSG00000164086.11,DUSP7,chr3,52048918,52056577,-
ENSG00000143793.15,C1orf35,chr1,228099029,228105411,-
ENSG00000164902.16,PHAX,chr5,126600924,126627252,+
ENSG00000064218.7,DMRT3,chr9,976372,991746,+
ENSG00000270276.3,H4C15,chr1,149854044,149861159,-
ENSG00000288634.1,ENSG00000288634,chr7,112450486,112450645,+
ENSG00000074800.18,ENO1,chr1,8854042,8879308,-
ENSG00000164591.16,MYOZ3,chr5,150660449,150680022,+
ENSG00000135956.13,TMEM127,chr2,96248499,96266082,-
ENSG00000180592.17,SKIDA1,chr10,21513474,21526368,-
ENSG00000184995.7,IFNE,chr9,21480838,21482313,-
ENSG00000198791.14,CNOT7,chr8,17224965,17247726,-
ENSG00000180549.10,FUT7,chr9,137030173,137032825,-
ENSG00000162891.12,IL20,chr1,206865620,206869223,+
ENSG00000115368.12,WDR75,chr2,189441428,189485916,+
ENSG00000065548.21,ZC3H15,chr2,186485889,186513373,+
ENSG00000136279.23,DBNL,chr7,44044627,44069456,+
ENSG00000136518.19,ACTL6A,chr3,179562885,179588462,+
ENSG00000164241.15,C5orf63,chr5,127044769,127073577,-
ENSG00000124357.15,NAGK,chr2,71064343,71079808,+
ENSG00000021355.15,SERPINB1,chr6,2832331,2842035,-
ENSG00000163636.13,PSMD6,chr3,64010548,64024010,-
ENSG00000159450.13,TCHH,chr1,152106316,152115444,-
ENSG00000168938.8,PPIC,chr5,123022051,123036727,-
ENSG00000177186.3,OR2M7,chr1,248323629,248324568,-
ENSG00000106305.12,AIMP2,chr7,6009225,6024655,+
ENSG00000163626.19,COX18,chr4,73052361,73069755,-
ENSG00000284667.1,SCYGR5,chr2,227666803,227667061,+
ENSG00000143443.11,C1orf56,chr1,151047745,151051986,+
ENSG00000129596.7,CDO1,chr5,115804732,115816820,-
ENSG00000186038.9,HTR3E,chr3,184097063,184106995,+
ENSG00000142867.16,BCL10,chr1,85265775,85276640,-
ENSG00000164128.9,NPY1R,chr4,163323084,163344852,-
ENSG00000213699.11,SLC35F6,chr2,26764239,26781231,+
ENSG00000197747.11,S100A10,chr1,151981696,151993891,-
ENSG00000052802.15,MSMO1,chr4,165327659,165343318,+
ENSG00000163600.15,ICOS,chr2,203936756,203961577,+
ENSG00000119782.15,FKBP1B,chr2,24049673,24067714,+
ENSG00000177300.7,CLDN22,chr4,183318099,183320276,-
ENSG00000177409.14,SAMD9L,chr7,93130055,93148410,-
ENSG00000186844.6,LCE1A,chr1,152827472,152828097,+
ENSG00000173947.15,CIMAP3,chr1,111346268,111355113,+
ENSG00000054598.9,FOXC1,chr6,1609914,1613897,+
ENSG00000120149.10,MSX2,chr5,174724550,174730896,+
ENSG00000143632.17,ACTA1,chr1,229430364,229434789,-
ENSG00000112695.15,COX7A2,chr6,75237674,75250323,-
ENSG00000187944.5,C2orf66,chr2,196804416,196809355,-
ENSG00000069812.13,HES2,chr1,6412417,6424690,-
ENSG00000143333.9,RGS16,chr1,182598622,182604394,-
ENSG00000071462.15,BUD23,chr7,73683160,73698228,+
ENSG00000183779.8,ZNF703,chr8,37695743,37700019,+
ENSG00000242265.6,PEG10,chr7,94656324,94669695,+
ENSG00000175166.19,PSMD2,chr3,184299156,184309054,+
ENSG00000159346.15,ADIPOR1,chr1,202940089,202958779,-
ENSG00000185155.13,MIXL1,chr1,226223507,226227384,+
ENSG00000285641.1,ENSG00000285641,chr1,153975849,153986246,-
ENSG00000163157.17,TMOD4,chr1,151169983,151176284,-
ENSG00000256977.14,LIMS3,chr2,109898427,109925625,+
ENSG00000265972.8,TXNIP,chr1,145992434,145996580,-
ENSG00000163874.13,ZC3H12A,chr1,37474495,37484379,+
ENSG00000106261.19,ZKSCAN1,chr7,100015569,100047430,+
ENSG00000189129.16,PLAC9,chr10,80131681,80147044,+
ENSG00000164299.7,SPZ1,chr5,80319624,80321842,+
ENSG00000180871.10,CXCR2,chr2,218125268,218137251,+
ENSG00000115297.11,TLX2,chr2,74513462,74517148,+
ENSG00000198885.12,ITPRIPL1,chr2,96324976,96330517,+
ENSG00000104763.22,ASAH1,chr8,18055991,18084998,-
ENSG00000084652.18,TXLNA,chr1,32178096,32198299,+
ENSG00000118434.9,SPACA1,chr6,88047840,88066838,+
ENSG00000112651.14,MRPL2,chr6,43054028,43059464,-
ENSG00000221944.9,TIGD1,chr2,232543882,232550557,-
ENSG00000179388.9,EGR3,chr8,22687658,22693480,-
ENSG00000235453.14,SMIM27,chr9,32551143,32568621,+
ENSG00000114978.20,MOB1A,chr2,74152527,74178932,-
ENSG00000188394.9,GPR21,chr9,123033649,123038690,+
ENSG00000164211.15,STARD4,chr5,111495283,111513044,-
ENSG00000155090.17,KLF10,chr8,102648780,102655729,-
ENSG00000146858.9,ZC3HAV1L,chr7,139021497,139036219,-
ENSG00000068001.16,HYAL2,chr3,50313395,50324687,-
ENSG00000197070.16,ARRDC1,chr9,137605618,137617859,+
ENSG00000151005.5,TKTL2,chr4,163471094,163473754,-
ENSG00000136908.20,DPM2,chr9,127935089,127937879,-
ENSG00000174279.5,EVX2,chr2,176077471,176083962,-
ENSG00000172113.12,NME6,chr3,48287639,48301685,-
ENSG00000158882.17,TOMM40L,chr1,161225938,161233755,+
ENSG00000106009.18,BRAT1,chr7,2537783,2555782,-
ENSG00000183888.5,SRARP,chr1,16004228,16009382,+
ENSG00000145907.18,G3BP1,chr5,151770950,151812911,+
ENSG00000225556.3,C2CD4D,chr1,151837817,151840557,-
ENSG00000158411.12,MITD1,chr2,99161426,99181352,-
ENSG00000115194.13,SLC30A3,chr2,27253508,27275817,-
ENSG00000163633.14,C4orf36,chr4,86876204,86892813,-
ENSG00000040275.19,SPDL1,chr5,169583631,169604780,+
ENSG00000144655.17,CSRNP1,chr3,39141853,39154852,-
ENSG00000203668.4,CHML,chr1,241628850,241640399,-
ENSG00000135625.10,EGR4,chr2,73290926,73293721,-
ENSG00000146700.11,SSC4D,chr7,76389016,76409744,-
ENSG00000116095.13,PLEKHA3,chr2,178480346,178516463,+
ENSG00000165879.9,FRAT1,chr10,97319270,97321915,+
ENSG00000159239.13,ENSG00000159239,chr2,74393835,74421662,-
ENSG00000135569.5,TAAR5,chr6,132588591,132589741,-
ENSG00000196811.13,CHRNG,chr2,232539691,232548115,+
ENSG00000170075.11,GPR37L1,chr1,202122852,202133592,+
ENSG00000215853.3,RPTN,chr1,152153594,152159228,-
ENSG00000285839.1,ENSG00000285839,chr1,52020152,52033350,-
ENSG00000078967.15,UBE2D4,chr7,43925798,43956136,+
ENSG00000170613.4,GARIN3,chr5,157161845,157166264,-
ENSG00000185955.6,SPACDR,chr7,100456619,100464277,-
ENSG00000240857.4,RDH14,chr2,18554542,18560697,-
ENSG00000176018.15,LYSMD3,chr5,90512564,90529745,-
ENSG00000164040.19,PGRMC2,chr4,128268171,128288834,-
ENSG00000166526.21,ZNF3,chr7,100056867,100082706,-
ENSG00000163001.14,CFAP36,chr2,55519558,55545501,+
ENSG00000160404.20,TOR2A,chr9,127731515,127735355,-
ENSG00000160051.14,IQCC,chr1,32205637,32208688,+
ENSG00000196420.10,S100A5,chr1,153537146,153543074,-
ENSG00000253304.4,TMEM200B,chr1,29119425,29123935,-
ENSG00000116161.20,CACYBP,chr1,174999162,175022285,+
ENSG00000256235.5,SMIM3,chr5,150777882,150796736,+
ENSG00000214336.6,FOXI3,chr2,88444825,88452693,-
ENSG00000011007.15,ELOA,chr1,23743152,23762059,+
ENSG00000129128.14,SPCS3,chr4,176319959,176333045,+
ENSG00000107404.23,DVL1,chr1,1335274,1349962,-
ENSG00000158869.13,FCER1G,chr1,161215174,161220709,+
ENSG00000075426.14,FOSL2,chr2,28392447,28417317,+
ENSG00000164346.12,NSA2,chr5,74766981,74782194,+
ENSG00000257184.4,HOXA10-HOXA9,chr7,27162437,27180239,-
ENSG00000214300.8,SPDYE3,chr7,100307701,100322372,+
ENSG00000213689.14,TREX1,chr3,48465810,48467645,+
ENSG00000285946.2,LCE7A,chr1,152859995,152861252,+
ENSG00000182613.3,OR2V2,chr5,181147585,181159285,+
ENSG00000113558.21,SKP1,chr5,134145692,134177911,-
ENSG00000213265.9,TSGA13,chr7,130668642,130687432,-
ENSG00000151665.15,PIGF,chr2,46580936,46617067,-
ENSG00000115318.14,LOXL3,chr2,74531715,74555718,-
ENSG00000113758.16,DBN1,chr5,177456224,177474401,-
ENSG00000182447.4,OTOL1,chr3,161496807,161503942,+
ENSG00000153230.4,OR14K1,chr1,247738614,247739559,+
ENSG00000153187.23,HNRNPU,chr1,244840637,244864574,-
ENSG00000170852.14,KBTBD2,chr7,32861368,32894131,-
ENSG00000243955.8,GSTA1,chr6,52791117,52804021,-
ENSG00000107443.18,CCNJ,chr10,96043052,96060870,+
ENSG00000187796.18,CARD9,chr9,136363955,136373683,-
ENSG00000215788.13,TNFRSF25,chr1,6460785,6466190,-
ENSG00000136244.14,IL6,chr7,22725883,22732002,+
ENSG00000135249.10,RINT1,chr7,105532115,105569207,+
ENSG00000278463.2,H2AC4,chr6,26033091,26033618,-
ENSG00000203872.7,C6orf163,chr6,87344812,87365463,+
ENSG00000162894.14,FCMR,chr1,206903266,206923247,-
ENSG00000146701.14,MDH2,chr7,76048036,76067508,+
ENSG00000160679.14,CHTOP,chr1,153633981,153646306,+
ENSG00000163012.5,ZSWIM2,chr2,186826859,186849208,-
ENSG00000078399.20,HOXA9,chr7,27162437,27175180,-
ENSG00000187583.13,PLEKHN1,chr1,966436,975865,+
ENSG00000148156.8,ACTL7B,chr9,108854587,108855986,-
ENSG00000135164.21,DMTF1,chr7,87152339,87202747,+
ENSG00000145839.2,IL9,chr5,135892245,135895841,-
ENSG00000171960.14,PPIH,chr1,42658184,42676758,+
ENSG00000136897.9,MRPL50,chr9,101386115,101398665,-
ENSG00000164692.21,COL1A2,chr7,94394359,94431227,+
ENSG00000124383.13,MPHOSPH10,chr2,71130304,71150101,+
ENSG00000204640.1,NMS,chr2,100470481,100483280,+
ENSG00000105808.21,RASA4,chr7,102579645,102616779,-
ENSG00000158793.16,NIT1,chr1,161118081,161125812,+
ENSG00000272916.5,ENSG00000272916,chr10,73796513,73811651,-
ENSG00000170469.13,SPATA24,chr5,139396562,139404094,-
ENSG00000006606.10,CCL26,chr7,75769532,75789896,-
ENSG00000134057.17,CCNB1,chr5,69167003,69178389,+
ENSG00000166321.16,NUDT13,chr10,73110374,73131828,+
ENSG00000284733.2,OR4F29,chr1,450739,451678,-
ENSG00000174599.5,TRAM1L1,chr4,117083553,117085576,-
ENSG00000213462.6,ERV3-1,chr7,64990355,65006743,-
ENSG00000018280.20,SLC11A1,chr2,218382005,218396906,+
ENSG00000124006.17,OBSL1,chr2,219550726,219572076,-
ENSG00000125630.17,POLR1B,chr2,112541914,112579818,+
ENSG00000117640.20,MTFR1L,chr1,25818639,25835879,+
ENSG00000136059.18,VILL,chr3,37987959,38007535,+
ENSG00000288841.1,ENSG00000288841,chr9,131432758,131446473,+
ENSG00000181274.8,FRAT2,chr10,97329254,97334729,-
ENSG00000241852.13,C8orf58,chr8,22599587,22604271,+
ENSG00000290230.1,ENSG00000290230,chr8,144078641,144084330,+
ENSG00000185149.7,NPY2R,chr4,155208626,155217078,+
ENSG00000188760.13,TMEM198,chr2,219543129,219550595,+
ENSG00000284439.1,TAF11L3,chr5,17518366,17518963,+
ENSG00000174021.14,GNG5,chr1,84489406,84507237,-
ENSG00000168389.20,MFSD2A,chr1,39955111,39972134,+
ENSG00000165171.13,METTL27,chr7,73832678,73842540,-
ENSG00000197279.7,ZNF165,chr6,28080275,28089563,+
ENSG00000096384.22,HSP90AB1,chr6,44237394,44253888,+
ENSG00000055044.13,NOP58,chr2,202265275,202303667,+
ENSG00000180828.3,BHLHE22,chr8,64580364,64583627,+
ENSG00000169067.4,ACTBL2,chr5,57480017,57482811,-
ENSG00000158710.17,TAGLN2,chr1,159918105,159925546,-
ENSG00000254535.5,PABPC4L,chr4,134196332,134201885,-
ENSG00000136688.12,IL36G,chr2,112973202,112985672,+
ENSG00000178172.7,SPINK6,chr5,148202793,148215137,+
ENSG00000164548.14,TRA2A,chr7,23504779,23532041,-
ENSG00000185730.10,ZNF696,chr8,143289675,143299952,+
ENSG00000176428.8,VPS37D,chr7,73667830,73682024,+
ENSG00000163251.6,FZD5,chr2,207762597,207769914,-
ENSG00000198142.5,SOWAHC,chr2,109614363,109618990,+
ENSG00000181751.12,MACIR,chr5,103258387,103280933,+
ENSG00000123610.6,TNFAIP6,chr2,151357584,151380931,+
ENSG00000185112.6,FAM43A,chr3,194685882,194689037,+
ENSG00000183696.16,UPP1,chr7,48088597,48108736,+
ENSG00000143436.12,MRPL9,chr1,151759642,151763522,-
ENSG00000136197.16,C7orf25,chr7,42883177,42912518,-
ENSG00000116690.15,PRG4,chr1,186296221,186314567,+
ENSG00000131233.10,GJA9,chr1,38874068,38881587,-
ENSG00000169607.14,CKAP2L,chr2,112736348,112764664,-
ENSG00000169618.8,PROKR1,chr2,68643085,68659042,+
ENSG00000131591.20,C1orf159,chr1,1081810,1116361,-
ENSG00000172428.13,COPS9,chr2,240126562,240136807,-
ENSG00000146678.11,IGFBP1,chr7,45888359,45893660,+
ENSG00000145919.13,BOD1,chr5,173603721,173616694,-
ENSG00000105829.14,BET1,chr7,93962761,94004383,-
ENSG00000163191.8,S100A11,chr1,152032503,152047907,-
ENSG00000163497.4,FEV,chr2,218981086,218985566,-
ENSG00000184731.7,FAM110C,chr2,38813,47084,-
ENSG00000222046.5,DCDC2B,chr1,32209078,32216196,+
ENSG00000169242.14,EFNA1,chr1,155127451,155134899,+
ENSG00000243449.10,NICOL1,chr4,2040627,2043964,+
ENSG00000162543.8,UBXN10,chr1,20183292,20196050,+
ENSG00000181004.11,BBS12,chr4,122732652,122746078,+
ENSG00000172936.20,MYD88,chr3,38138551,38143024,+
ENSG00000137392.12,CLPS,chr6,35794981,35798251,-
ENSG00000213585.13,VDAC1,chr5,133971870,134005360,-
ENSG00000279263.1,OR2L8,chr1,247948857,247949796,+
ENSG00000160791.15,CCR5,chr3,46370938,46377528,+
ENSG00000274750.5,H3C6,chr6,26224178,26227476,+
ENSG00000162413.18,KLHL21,chr1,6590723,6614607,-
ENSG00000157240.5,FZD1,chr7,91264432,91289201,+
ENSG00000176532.6,PRR15,chr7,29563774,29568145,+
ENSG00000138326.23,RPS24,chr10,78033722,78056813,+
ENSG00000198890.9,PRMT6,chr1,107056673,107067636,+
ENSG00000120533.14,ENY2,chr8,109333554,109345954,+
ENSG00000116726.5,PRAMEF12,chr1,12773737,12777906,+
ENSG00000104549.14,SQLE,chr8,124998466,125022294,+
ENSG00000112514.20,CUTA,chr6,33416441,33418381,-
ENSG00000179526.19,SHARPIN,chr8,144097512,144108124,-
ENSG00000122203.17,KIAA1191,chr5,176339649,176366459,-
ENSG00000171209.5,CSN3,chr4,70238381,70251474,+
ENSG00000156990.16,RPUSD3,chr3,9831632,9844602,-
ENSG00000130775.18,THEMIS2,chr1,27872536,27887067,+
ENSG00000234602.10,MCIDAS,chr5,55218789,55227315,-
ENSG00000143774.20,GUK1,chr1,228139961,228148984,+
ENSG00000196242.10,OR2C3,chr1,247524676,247536440,-
ENSG00000135047.18,CTSL,chr9,87724050,87731469,+
ENSG00000170364.15,SETMAR,chr3,4303303,4321454,+
