"seqnames","start","end","width","strand","Conc","Conc_p53sh_MOF","Conc_Scr_MOF","Fold","p.value","FDR","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME","annotation_category"
"chr20",30877698,30878198,501,"*",2.73831546087137,3.12533233477771,2.20781254814866,0.234804041701544,0.683951436873625,0.806908184530765,"Distal Intergenic",20,30689749,30741619,51871,2,"102723552","ENST00000741948.1",-136079,NA,"ANKRD20A21P","ankyrin repeat domain 20 family member A21, pseudogene","Distal intergenic"
"chr22",11369810,11370310,501,"*",2.10320422089505,2.6515409891456,1.20781254814866,0.187931911329862,0.686012533189919,0.806908184530765,"Distal Intergenic",22,11707147,11833819,126673,1,"107984037","ENST00000849412.1",-336837,NA,"LOC107984037","uncharacterized LOC107984037","Distal intergenic"
"chr20",51446928,51447428,501,"*",5.91827786213848,5.78525659813897,6.04006286055063,-0.197699793123249,0.692804204008168,0.811570638980996,"Intron (ENST00000396009.7/4773, intron 6 of 9)",20,51452905,51452977,73,2,"100422889","ENST00000582236.1",5549,"ENSG00000266761","MIR3194","microRNA 3194","Other intron"
"chr1",36386433,36386933,501,"*",5.32417144707987,5.48148245763923,5.14758396855099,0.209629191705061,0.716827025600258,0.832912373875604,"Promoter (<=1kb)",1,36386191,36386961,771,1,"124904012","ENST00000773461.1",242,NA,"LOC124904012","uncharacterized LOC124904012","Promoter (<=1 kb)"
"chr20",28623517,28624017,501,"*",3.54786740929161,3.7668488796284,3.28959482697032,0.220503471306642,0.723351175803972,0.833742118296145,"Distal Intergenic",20,28580633,28603092,22460,2,"100289097","ENST00000842646.1",-20425,"ENSG00000282826","FRG1CP","FSHD region gene 1 family member C, pseudogene","Distal intergenic"
"chr8",125514691,125515191,501,"*",7.33687702533826,7.23636501400741,7.43084018361608,-0.1572299249766,0.728534249667611,0.834691565953349,"Promoter (1-2kb)",8,125513296,125525318,12023,1,"105375746","ENST00000772045.1",1395,NA,"LINC02964","long intergenic non-protein coding RNA 2964","Promoter (1-2 kb)"
"chr16",177131,177631,501,"*",0,0.0661900030046789,0,0.131106589508548,0.729991578586378,0.834691565953349,"Promoter (<=1kb)",16,176748,177274,527,1,"3039","ENST00000487791.1",383,"ENSG00000206172","HBA1","hemoglobin subunit alpha 1","Promoter (<=1 kb)"
"chr1",144103053,144103553,501,"*",1.51795767015352,2.06619000300468,0.622850047427508,0.142977872319917,0.733385721332367,0.835244849295196,"Distal Intergenic",1,144153169,144156996,3828,1,"105371206","ENST00000826332.1",-49616,NA,"LOC105371206","uncharacterized LOC105371206","Distal intergenic"
"chr11",118359263,118359763,501,"*",5.37990775017112,5.54767039268624,5.19003809416558,0.198233385031778,0.746070976110237,0.838526425900812,"Promoter (<=1kb)",11,118359600,118399211,39612,1,"9354","ENST00000252108.8",0,"ENSG00000110344","UBE4A","ubiquitination factor E4A","Promoter (<=1 kb)"
"chr21",10334304,10334804,501,"*",3.41981238085854,3.18192124196013,3.62397319961922,-0.200594160142164,0.747367860954689,0.838526425900812,"Intron (ENST00000616952.2/ENST00000616952.2, intron 1 of 1)",21,10413467,10463120,49654,1,"85319","ENST00000807245.1",-78663,NA,"BAGE2","BAGE family member 2 (pseudogene)","Other intron"
"chr7",112449134,112449634,501,"*",5.47737336409928,5.33943624293076,5.60326547784468,-0.177548972687512,0.748116415433654,0.838526425900812,"Promoter (<=1kb)",7,112450049,112455855,5807,1,"3475","ENST00000445335.1",-415,"ENSG00000006652","IFRD1","interferon related developmental regulator 1","Promoter (<=1 kb)"
"chr21",9003187,9003687,501,"*",5.71209007852109,5.84767686872832,5.56242620642065,0.18164786296582,0.750760289844949,0.838526425900812,"Intron (ENST00000716361.1/100132288, intron 3 of 4)",21,8986999,8987178,180,1,"103504731","ENST00000581792.1",16188,"ENSG00000264462","MIR3648-2","microRNA 3648-2","Other intron"
"chr19",37293353,37293853,501,"*",3.9544047313786,3.61089900464825,4.2316469936466,-0.18925927284703,0.750875579987835,0.838526425900812,"Promoter (<=1kb)",19,37265935,37294375,28441,2,"284412","ENST00000817643.1",522,NA,"LOC284412","Putative uncharacterized protein PP6455","Promoter (<=1 kb)"
"chr19",47256682,47257182,501,"*",6.00864248733883,5.89089952951089,6.11749692634311,-0.161285784405751,0.762948648763303,0.848706442616542,"Promoter (<=1kb)",19,47256525,47271953,15429,1,"26093","ENST00000221922.11",157,"ENSG00000105321","CCDC9","coiled-coil domain containing 9","Promoter (<=1 kb)"
"chr2",241355845,241356345,501,"*",3.24845240364668,2.94092400869022,3.50180653731147,-0.158979601063638,0.787194333298292,0.865612159603869,"Promoter (<=1kb)",2,241356285,241494841,138557,1,"9855","ENST00000264042.8",0,"ENSG00000006607","FARP2","FERM, ARH/RhoGEF and pleckstrin domain protein 2","Promoter (<=1 kb)"
"chr10",70578477,70578977,501,"*",5.06151523258872,5.20946315113708,4.89664322311584,0.162854518572688,0.790808429146339,0.866267248721372,"Intron (ENST00000697577.1/27143, intron 19 of 20)",10,70597348,70602687,5340,2,"5551","ENST00000638674.1",23710,"ENSG00000180644","PRF1","perforin 1","Other intron"
"chr11",66950034,66950534,501,"*",5.76696138413766,6.08141069333184,5.36430301356154,0.134988877326504,0.795947194407208,0.868581158915851,"5' UTR",11,66952296,66958344,6049,2,"5091","ENST00000534194.1",7810,"ENSG00000173599","PC","pyruvate carboxylase","5' UTR"
"chrX",43969835,43970335,501,"*",4.77990620658885,4.65123344681546,4.89803660201808,-0.147095780178916,0.806486142493101,0.87674819278606,"Exon (ENST00000671493.1/100873919, exon 3 of 4)",23,43949682,43973386,23705,2,"4693","ENST00000470584.1",3051,"ENSG00000124479","NDP","norrin cystine knot growth factor NDP","Other exon"
"chr3",48769813,48770313,501,"*",5.44880031771554,5.35187778543866,5.53961933436332,-0.129447481287711,0.818999507868193,0.884256386494478,"Intron (ENST00000265563.13/5576, intron 6 of 10)",3,48751339,48765350,14012,2,"5576","ENST00000438535.1",-4463,"ENSG00000114302","PRKAR2A","protein kinase cAMP-dependent type II regulatory subunit alpha","Other intron"
"chr7",105830325,105830825,501,"*",5.8242086657722,5.73887942488296,5.90477163971649,-0.118499215857499,0.822619419792692,0.884256386494478,"Intron (ENST00000419735.8/222255, intron 2 of 11)",7,105760554,105876477,115924,2,"222255","ENST00000478915.1",45652,"ENSG00000146776","ATXN7L1","ataxin 7 like 1","Other intron"
"chr11",43830898,43831398,501,"*",5.92144190420903,5.80342512004327,6.03053032721914,-0.132752444537911,0.823429290306114,0.884256386494478,"Promoter (<=1kb)",11,43830063,43856404,26342,1,"51144","ENST00000533090.6",835,"ENSG00000149084","HSD17B12","hydroxysteroid 17-beta dehydrogenase 12","Promoter (<=1 kb)"
"chr7",2641385,2641885,501,"*",5.30081226786993,5.15400324749381,5.43405214222669,-0.135632949182026,0.826932553775017,0.884256386494478,"Intron (ENST00000429448.2/80727, intron 1 of 14)",7,2645532,2647176,1645,1,"80727","ENST00000400376.2",-3647,"ENSG00000136295","TTYH3","tweety family member 3","Other intron"
"chr17",19063782,19064282,501,"*",2.32946905837773,2.56880461481105,2.04237491867418,0.116932740612243,0.828797797794476,0.884256386494478,"Promoter (<=1kb)",17,19063346,19064136,791,2,"780852","ENST00000571722.3",0,NA,"SNORD3B-2","small nucleolar RNA, C/D box 3B-2","Promoter (<=1 kb)"
"chr17",58517625,58518125,501,"*",5.53967911135987,5.41219093834818,5.6568104264782,-0.127266519761174,0.83566553757347,0.888281515865133,"Promoter (<=1kb)",17,58489529,58517851,28323,2,"9110","ENST00000579925.5",0,"ENSG00000108389","MTMR4","myotubularin related protein 4","Promoter (<=1 kb)"
"chr11",73779502,73780002,501,"*",5.75255132051785,5.45868318214542,5.99657122906105,-0.0961990131180166,0.851616554073614,0.901896498225561,"Exon (ENST00000718520.1/ENST00000718520.1, exon 1 of 2)",11,73787872,73865133,77262,1,"51642","ENST00000508278.6",-7870,"ENSG00000175581","MRPL48","mitochondrial ribosomal protein L48","Other exon"
"chr4",49512950,49513450,501,"*",1.62027703752852,1.94065912092082,1.20781254814866,0.0757284877292677,0.859322046949497,0.906431260367355,"Intron (ENST00000726794.1/ENST00000726794.1, intron 1 of 3)",4,49163482,49207856,44375,1,"101927209","ENST00000844908.1",349468,"ENSG00000309878","LOC101927209","uncharacterized LOC101927209","Other intron"
"chr6",27814850,27815350,501,"*",4.85769562226278,4.94077832643567,4.76953434984009,0.105647805582599,0.862215101325045,0.906431260367355,"Promoter (<=1kb)",6,27815022,27815489,468,1,"8342","ENST00000621112.2",0,"ENSG00000273703","H2BC14","H2B clustered histone 14","Promoter (<=1 kb)"
"chr5",135139436,135139936,501,"*",5.37233524317952,5.3015268032243,5.43983034437907,-0.094963117093333,0.870885735845864,0.908074106914658,"Exon (ENST00000507058.1/ENST00000507058.1, exon 3 of 3)",5,135136131,135137056,926,1,"124901072","ENST00000782571.1",3305,NA,"LOC124901072","uncharacterized LOC124901072","Other exon"
"chr22",12497959,12498459,501,"*",3.59885076343532,3.69084887444517,3.50058409216156,0.0991846214897878,0.873269872851727,0.908074106914658,"Distal Intergenic",22,12800736,12813586,12851,2,"105379428","ENST00000790069.1",315127,"ENSG00000278932","LOC105379428","uncharacterized LOC105379428","Distal intergenic"
"chr1",145280971,145281471,501,"*",4.74087183296361,4.67131815835459,4.80722592376002,-0.0883693827074869,0.882901730086575,0.914565087363554,"Promoter (<=1kb)",1,145281116,145281279,164,1,"101954266","ENST00000384770.1",0,"ENSG00000207501","RNVU1-14","RNA, variant U1 small nuclear 14","Promoter (<=1 kb)"
"chr17",28743284,28743784,501,"*",5.30579714174188,5.23636681248039,5.37203896713988,-0.0823810340111482,0.885885345947972,0.914565087363554,"Promoter (<=1kb)",17,28744011,28750956,6946,1,"9618","ENST00000262395.10",-227,"ENSG00000076604","TRAF4","TNF receptor associated factor 4","Promoter (<=1 kb)"
"chr17",43351740,43352240,501,"*",5.6425855622089,5.60043409794044,5.6835403605225,-0.0631650707928801,0.907213482834263,0.933226772664636,"Intron (ENST00000663186.1/ENST00000663186.1, intron 1 of 2)",17,43368796,43373810,5015,1,"105371785","ENST00000829281.1",-16556,NA,"LOC105371785","uncharacterized LOC105371785","Other intron"
"chr2",118049514,118050014,501,"*",4.58776990360887,4.50366106635251,4.66724416678596,-0.065662392034501,0.914897008575624,0.93443217601852,"Promoter (2-3kb)",2,118052430,118058535,6106,1,"102723413","ENST00000747900.1",-2416,"ENSG00000235066","LOC102723413","uncharacterized LOC102723413","Promoter (2-3 kb)"
"chr10",12775848,12776348,501,"*",2.89603825612086,2.9409063510186,2.84972984073178,0.0304462841466393,0.957835595494461,0.968041504738519,"Intron (ENST00000619168.5/57118, intron 5 of 10)",10,12725254,12725353,100,2,"100313841","ENST00000408404.1",-50495,"ENSG00000221331","MIR548Q","microRNA 548q","Other intron"
"chr15",60379578,60380078,501,"*",5.94067523154126,5.96529504739186,5.91562796970821,0.0285505637667545,0.957922603992123,0.968041504738519,"Intron (ENST00000396024.7/302, intron 4 of 13)",15,60347337,60384827,37491,2,"302","ENST00000504475.6",4749,"ENSG00000182718","ANXA2","annexin A2","Other intron"
"chr3",185807661,185808161,501,"*",5.45573483449679,5.43566819473639,5.47552618925925,-0.021351251419481,0.969238489911421,0.976040163524835,"Intron (ENST00000382199.7/10644, intron 2 of 15)",3,185814055,185821103,7049,2,"10644","ENST00000466214.1",12942,"ENSG00000073792","IGF2BP2","insulin like growth factor 2 mRNA binding protein 2","Other intron"
"chr21",10402024,10402524,501,"*",3.41071924649319,3.38832530313402,3.43277089087374,-0.0181760047718643,0.976685793130788,0.980100778421455,"Distal Intergenic",21,10413467,10463120,49654,1,"85319","ENST00000807245.1",-10943,NA,"BAGE2","BAGE family member 2 (pseudogene)","Distal intergenic"
"chr6",27146910,27147410,501,"*",5.4727233185649,5.47022726792401,5.47521505817012,-0.000590276385756696,0.999196372110232,0.999196372110232,"Promoter (<=1kb)",6,27147106,27147562,457,1,"85235","ENST00000377459.3",0,"ENSG00000274997","H2AC12","H2A clustered histone 12","Promoter (<=1 kb)"
