"seqnames","start","end","width","strand","Conc","Conc_p53KD","Conc_Scramble","Fold","p.value","FDR","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME","direction"
"chr7",76048039,76048539,501,"*",6.19195191457543,4.52883916450536,6.94405210020034,-1.51605638733043,0.00257432594087708,0.043601945597182,"Promoter (<=1kb)",7,76048051,76049047,997,1,"4191","ENST00000461263.2",0,"ENSG00000146701","MDH2","malate dehydrogenase 2","down"
"chr20",63680241,63680741,501,"*",3.44484134918766,4.44484134918766,0,2.88985837868417,0.00258285326495138,0.043601945597182,"Promoter (1-2kb)",20,63682537,63686050,3514,1,"51750","ENST00000647249.1",-1796,"ENSG00000258366","RTEL1","regulator of telomere elongation helicase 1","up"
"chr12",108661623,108662123,501,"*",3.60855964039225,0,4.60855964039225,-2.87289645583534,0.0025847211697895,0.043601945597182,"Promoter (2-3kb)",12,108648963,108658832,9870,2,"23603","ENST00000552030.5",-2791,"ENSG00000110880","CORO1C","coronin 1C","down"
"chr13",41060323,41060823,501,"*",5.41867776356196,3.47701510259649,6.21750282278604,-1.6057765719548,0.00269004391584354,0.0451422994627494,"Promoter (<=1kb)",13,40981983,41061440,79458,2,"1997","ENST00000405737.2",617,"ENSG00000120690","ELF1","E74 like ETS transcription factor 1","down"
"chr7",139340850,139341350,501,"*",5.68506596934072,4.16665223297913,6.40834534609895,-1.46477047956167,0.00270651866018323,0.0451834358710382,"Promoter (<=1kb)",7,139341337,139346328,4992,1,"154791","ENST00000297534.7",0,"ENSG00000164898","FMC1","formation of mitochondrial complex V assembly factor 1","down"
"chr12",47752921,47753421,501,"*",4.77702266013716,2.20843434535158,5.64999395900693,-1.78923993256896,0.00279898765533193,0.0463700895599328,"Promoter (<=1kb)",12,47753916,47779171,25256,1,"55652","ENST00000548498.5",-495,"ENSG00000211584","SLC48A1","solute carrier family 48 member 1","down"
"chr17",7686923,7687423,501,"*",5.28165150721295,2.10787607659148,6.19941552314467,-1.98378372845093,0.00282880909566655,0.0463700895599328,"Promoter (<=1kb)",17,7668421,7687427,19007,2,"7157","ENST00000503591.2",4,"ENSG00000141510","TP53","tumor protein p53","down"
"chr7",100866708,100867208,501,"*",6.13520023035176,4.87979655114558,6.79615043089363,-1.34549896459225,0.0028349228726214,0.0463700895599328,"Promoter (<=1kb)",7,100867387,100868141,755,1,"7205","ENST00000496260.1",-179,"ENSG00000087077","TRIP6","thyroid hormone receptor interactor 6","down"
"chr17",15463970,15464470,501,"*",4.8169500704516,2.55547652283788,5.65807071964543,-1.70544585551402,0.00283516686632736,0.0463700895599328,"Intron (ENST00000619038.5/284040, intron 1 of 3)",17,15436015,15467621,31607,2,"284040","ENST00000619038.5",3151,"ENSG00000239704","CDRT4","CMT1A duplicated region transcript 4","down"
"chr5",159263361,159263861,501,"*",4.37948747591031,0,5.37948747591031,-2.89426137821771,0.00286292053284118,0.046462211042283,"Promoter (<=1kb)",5,159263290,159286036,22747,1,"134510","ENST00000296786.8",71,"ENSG00000164332","UBLCP1","ubiquitin like domain containing CTD phosphatase 1","down"
"chr17",8138689,8139189,501,"*",6.00016668285092,4.54665193763637,6.7093419029032,-1.43117682783611,0.00286963997436819,0.046462211042283,"Distal Intergenic",17,8141216,8142191,976,2,"5187","ENST00000583677.1",3002,"ENSG00000179094","PER1","period circadian regulator 1","down"
"chr5",139660679,139661179,501,"*",5.93000114182923,4.47622497479753,6.63923474121655,-1.42958439442481,0.00292272858596804,0.0469345852738983,"Promoter (1-2kb)",5,139659555,139680818,21264,1,"51523","ENST00000509238.1",1124,"ENSG00000171604","CXXC5","CXXC finger protein 5","down"
"chr20",23140790,23141290,501,"*",5.38324654214775,3.45671438946574,6.17979384819617,-1.58524396983991,0.00295230888097566,0.0469345852738983,"Distal Intergenic",20,23125301,23132654,7354,2,"200261","ENST00000762245.1",-8136,"ENSG00000233746","LINC00656","long intergenic non-protein coding RNA 656","down"
"chr12",6937497,6937997,501,"*",5.82208515969052,4.67054855736809,6.45421791402585,-1.29080890502076,0.00299833266140419,0.0469345852738983,"Promoter (<=1kb)",12,6937698,6938965,1268,1,"1822","ENST00000541029.1",0,"ENSG00000111676","ATN1","atrophin 1","down"
"chr4",98523225,98523725,501,"*",4.36602845907354,0,5.34365882618678,-2.60080922825344,0.00299979055029043,0.0469345852738983,"Intron (ENST00000508798.5/10098, intron 1 of 7)",4,98478700,98560233,81534,2,"10098","ENST00000509168.5",36508,"ENSG00000168785","TSPAN5","tetraspanin 5","down"
"chr10",97843009,97843509,501,"*",5.38414215789438,3.59461986732458,6.15875608300228,-1.5432665538905,0.00301612773907006,0.0469345852738983,"Intron (ENST00000723956.1/100505561, intron 1 of 3)",10,97849097,97849766,670,2,"100505561","ENST00000723966.1",6257,"ENSG00000227356","GOLGA7B-DT","GOLGA7B divergent transcript","down"
"chr7",22822721,22823221,501,"*",4.4618103491344,1.59316298283569,5.35950382948722,-1.89249509923094,0.00302988946944941,0.0469345852738983,"Promoter (<=1kb)",7,22822938,22833482,10545,1,"112267993","ENST00000748918.1",0,NA,"LOC112267993","uncharacterized LOC112267993","down"
"chr2",8684979,8685479,501,"*",5.09586080925996,1.92873961292356,6.01323354953922,-1.99329109593403,0.0030348080246261,0.0469345852738983,"Promoter (2-3kb)",2,8682780,8684031,1252,1,"3398","ENST00000472142.1",2199,"ENSG00000115738","ID2","inhibitor of DNA binding 2","down"
"chrX",41084668,41085168,501,"*",5.29914150585793,3.57739310243755,6.06197412437,-1.51484341566547,0.00304317570517793,0.0469345852738983,"Promoter (<=1kb)",23,41085445,41236579,151135,1,"8239","ENST00000324545.9",-277,"ENSG00000124486","USP9X","ubiquitin specific peptidase 9 X-linked","down"
"chr19",42302311,42302811,501,"*",5.45991846347426,3.79085715891723,6.21313114240828,-1.49870264485695,0.0030573349443459,0.0469345852738983,"Promoter (<=1kb)",19,42297033,42302777,5745,2,"5050","ENST00000538771.5",0,"ENSG00000079462","PAFAH1B3","platelet activating factor acetylhydrolase 1b catalytic subunit 3","down"
"chr6",27814552,27815052,501,"*",4.34314805583073,0.343777112202407,5.29732406950919,-2.2837476170146,0.00305905118172521,0.0469345852738983,"Promoter (<=1kb)",6,27814302,27814777,476,2,"8331","ENST00000333151.5",0,"ENSG00000276368","H2AC14","H2A clustered histone 14","down"
"chr12",52147124,52147624,501,"*",6.56886533779629,5.410792854029,7.20289086232807,-1.28855192760188,0.00307991325421455,0.0470307132942146,"Exon (ENST00000725461.1/ENST00000725461.1, exon 1 of 2)",12,52164115,52223813,59699,1,"283404","ENST00000640420.2",-16491,"ENSG00000258279","LINC00592","long intergenic non-protein coding RNA 592","down"
"chr2",174248835,174249335,501,"*",6.21906221522891,4.87860108015217,6.90173041821581,-1.37730923270232,0.00310446686730444,0.0470652101919716,"Promoter (<=1kb)",2,174075008,174248599,173592,2,"29789","ENST00000344357.9",-236,"ENSG00000138430","OLA1","Obg like ATPase 1","down"
"chr11",61871164,61871664,501,"*",4.72623146258673,2.25251471140557,5.59014870320866,-1.75397581540574,0.0031113872659497,0.0470652101919716,"Distal Intergenic",11,61873760,61876871,3112,2,"3995","ENST00000525094.5",5207,"ENSG00000221968","FADS3","fatty acid desaturase 3","down"
"chr2",10302482,10302982,501,"*",5.98812868111809,4.29281312451823,6.74618695734742,-1.49660675952137,0.00319542490713142,0.048110556312044,"Promoter (<=1kb)",2,10287703,10302554,14852,2,"101929691","ENST00000757254.1",0,"ENSG00000285872","LOC101929691","uncharacterized LOC101929691","down"
"chr13",113296788,113297288,501,"*",5.72183786668387,3.74136542722611,6.52638143469852,-1.58618958279175,0.0032147584083868,0.0481765190317315,"Promoter (<=1kb)",13,113297239,113323672,26434,1,"3916","ENST00000332556.5",0,"ENSG00000185896","LAMP1","lysosomal associated membrane protein 1","down"
"chr9",130692685,130693185,501,"*",5.13637976984042,1.92873961292356,6.05610574036648,-1.9837284506621,0.0032412022987971,0.04834793429039,"Promoter (<=1kb)",9,130693721,130703847,10127,1,"23404","ENST00000491115.7",-536,"ENSG00000130713","EXOSC2","exosome component 2","down"
"chr6",24721507,24722007,501,"*",5.40273718886879,3.82541678661483,6.13816949359134,-1.45165418569967,0.00335105480172127,0.0497562146135758,"Promoter (<=1kb)",6,24721658,24751960,30303,1,"105374978","ENST00000665572.2",0,"ENSG00000224164","LINC02828","long intergenic non-protein coding RNA 2828","down"
