gene_id,Gene,chr,tss
ENSG00000266338.9,NBPF15,chr1,144461763
ENSG00000112305.17,SMAP1,chr6,70667645
ENSG00000144524.20,COPS7B,chr2,231781659
ENSG00000117298.17,ECE1,chr1,21345911
ENSG00000115216.16,NRBP1,chr2,27427789
ENSG00000176946.15,THAP4,chr2,241637580
ENSG00000127423.12,AUNIP,chr1,25859462
ENSG00000112837.18,TBX18,chr6,84764612
ENSG00000186510.14,CLCNKA,chr1,16018145
ENSG00000112304.13,ACOT13,chr6,24666900
ENSG00000173611.20,SCAI,chr9,125143581
ENSG00000158195.13,WASF2,chr1,27490307
ENSG00000070718.15,AP3M2,chr8,42152945
ENSG00000197461.15,PDGFA,chr7,520704
ENSG00000131437.18,KIF3A,chr5,132737637
ENSG00000107371.16,EXOSC3,chr9,37832116
ENSG00000106683.17,LIMK1,chr7,74082932
ENSG00000135622.16,SEMA4F,chr2,74654225
ENSG00000185745.11,IFIT1,chr10,89392545
ENSG00000135297.19,MTO1,chr6,73461577
ENSG00000112761.23,CCN6,chr6,112043814
ENSG00000163295.5,ALPI,chr2,232456124
ENSG00000112742.12,TTK,chr6,80003886
ENSG00000180817.14,PPA1,chr10,70233910
ENSG00000187626.11,ZKSCAN4,chr6,28252923
ENSG00000018699.15,TTC27,chr2,32628018
ENSG00000137200.15,CMTR1,chr6,37433093
ENSG00000144130.12,NT5DC4,chr2,112721019
ENSG00000227124.14,ZNF717,chr3,75785591
ENSG00000173889.18,PHC3,chr3,170181767
ENSG00000163499.14,CRYBA2,chr2,218994269
ENSG00000254959.6,INMT-MINDY4,chr7,30752136
ENSG00000189007.18,ADAT2,chr6,143450746
ENSG00000068745.17,IP6K2,chr3,48740352
ENSG00000144452.15,ABCA12,chr2,215138625
ENSG00000127125.11,PPCS,chr1,42456116
ENSG00000124279.14,FASTKD3,chr5,7869059
ENSG00000163946.16,TASOR,chr3,56683304
ENSG00000008256.19,CYTH3,chr7,6272676
ENSG00000122696.16,SLC25A51,chr9,37904386
ENSG00000167110.21,GOLGA2,chr9,128276035
ENSG00000144857.17,BOC,chr3,113210845
ENSG00000109771.18,LRP2BP,chr4,185397291
ENSG00000189339.14,SLC35E2B,chr1,1693058
ENSG00000171094.19,ALK,chr2,29921585
ENSG00000107147.16,KCNT1,chr9,135702172
ENSG00000074276.13,CDHR2,chr5,176542510
ENSG00000138686.12,BBS7,chr4,121870501
ENSG00000196821.12,ILRUN,chr6,34696883
ENSG00000115363.16,EVA1A,chr2,75647196
ENSG00000068697.9,LAPTM4A,chr2,20052053
ENSG00000152672.9,CLEC4F,chr2,70820600
ENSG00000197323.14,TRIM33,chr1,114511243
ENSG00000234616.11,JRK,chr8,142681967
ENSG00000122641.13,INHBA,chr7,41705833
ENSG00000196228.7,SULT1C3,chr2,108239967
ENSG00000083444.19,PLOD1,chr1,11934204
ENSG00000159208.17,CIART,chr1,150282526
ENSG00000122484.11,RPAP2,chr1,92299009
ENSG00000128609.18,NDUFA5,chr7,123557903
ENSG00000173080.6,RXFP4,chr1,155941637
ENSG00000233757.8,ZNF892,chr2,95207509
ENSG00000237765.10,FAM200B,chr4,15681505
ENSG00000024526.19,DEPDC1,chr1,68497229
ENSG00000265818.1,EEF1E1-BLOC1S5,chr6,8102529
ENSG00000124788.19,ATXN1,chr6,16761490
ENSG00000173535.17,TNFRSF10C,chr8,23102920
ENSG00000174842.19,GLMN,chr1,92299008
ENSG00000203667.12,COX20,chr1,244835300
ENSG00000173145.13,NOC3L,chr10,94362981
ENSG00000135541.24,AHI1,chr6,135498433
ENSG00000228474.8,OST4,chr2,27073829
ENSG00000054148.20,PHPT1,chr9,136847993
ENSG00000073578.20,SDHA,chr5,218205
ENSG00000165702.16,GFI1B,chr9,132943999
ENSG00000128596.19,CCDC136,chr7,128790749
ENSG00000147677.14,EIF3H,chr8,116766924
ENSG00000164366.6,CCDC127,chr5,218161
ENSG00000156795.10,NTAQ1,chr8,123416719
ENSG00000144426.20,NBEAL1,chr2,203014607
ENSG00000166224.20,SGPL1,chr10,70815898
ENSG00000168152.14,THAP9,chr4,82900683
ENSG00000173406.18,DAB1,chr1,58546733
ENSG00000152332.18,UHMK1,chr1,162497250
ENSG00000115129.16,TP53I3,chr2,24085860
ENSG00000109686.23,SH3D19,chr4,151409364
ENSG00000116212.18,LRRC42,chr1,53946044
ENSG00000286001.1,ENSG00000286001,chr5,218297
ENSG00000183808.14,RBM12B,chr8,93741097
ENSG00000144848.13,ATG3,chr3,112562317
ENSG00000158286.15,RNF207,chr1,6205391
ENSG00000095951.20,HIVEP1,chr6,12008761
ENSG00000160963.16,COL26A1,chr7,101362406
ENSG00000162433.17,AK4,chr1,65146901
ENSG00000166228.11,PCBD1,chr10,70888615
ENSG00000080345.20,RIF1,chr2,151409882
ENSG00000173166.20,RAPH1,chr2,203535477
ENSG00000153006.18,SREK1IP1,chr5,64768701
ENSG00000143365.22,RORC,chr1,151831844
ENSG00000271824.2,SMIM32,chr5,136193161
ENSG00000286239.1,ENSG00000286239,chr2,223945298
ENSG00000133226.21,SRRM1,chr1,24631715
ENSG00000138442.13,WDR12,chr2,203014797
ENSG00000175879.10,HOXD8,chr2,176129327
ENSG00000177954.16,RPS27,chr1,153990748
ENSG00000115446.14,UNC50,chr2,98608173
ENSG00000257524.6,ENSG00000257524,chr9,127906021
ENSG00000163743.16,RCHY1,chr4,75514763
ENSG00000197859.13,ADAMTSL2,chr9,133532163
ENSG00000131781.15,FMO5,chr1,147243049
ENSG00000135845.12,PIGC,chr1,172444147
ENSG00000117707.19,PROX1,chr1,213982710
ENSG00000256671.8,LIMS4,chr2,110473074
ENSG00000257207.5,ENSG00000257207,chr2,110473074
ENSG00000173221.16,GLRX,chr5,95822952
ENSG00000164542.15,MATCAP2,chr7,36390124
ENSG00000154511.14,DIPK1A,chr1,92961521
ENSG00000163040.17,CCDC74A,chr2,131527674
ENSG00000233276.10,GPX1,chr3,49358604
ENSG00000131236.20,CAP1,chr1,40039734
ENSG00000164379.7,FOXQ1,chr6,1312097
ENSG00000211445.14,GPX3,chr5,151020584
ENSG00000243449.10,NICOL1,chr4,2040627
ENSG00000049540.21,ELN,chr7,74027772
ENSG00000168116.17,KIAA1586,chr6,57046524
ENSG00000115738.12,ID2,chr2,8678844
ENSG00000240583.16,AQP1,chr7,30910754
ENSG00000165055.18,METTL2B,chr7,128476728
ENSG00000116459.13,ATP5PB,chr1,111448110
ENSG00000285733.1,ENSG00000285733,chr6,169702046
ENSG00000185955.6,SPACDR,chr7,100464276
ENSG00000197969.15,VPS13A,chr9,77177402
ENSG00000143970.19,ASXL2,chr2,25878599
ENSG00000170542.9,SERPINB9,chr6,2903317
ENSG00000142684.10,ZNF593,chr1,26169891
ENSG00000157017.18,GHRL,chr3,10292958
ENSG00000117616.20,RSRP1,chr1,25338243
ENSG00000205277.12,MUC12,chr7,100969430
ENSG00000163352.6,LENEP,chr1,154993585
ENSG00000044115.23,CTNNA1,chr5,138610966
ENSG00000188396.6,DYNLT4,chr1,44807416
ENSG00000104763.22,ASAH1,chr8,18084997
ENSG00000137409.23,MTCH1,chr6,36986297
ENSG00000166317.13,SYNPO2L,chr10,73663802
ENSG00000272325.4,NUDT3,chr6,34392831
ENSG00000116691.13,MIIP,chr1,12019465
ENSG00000124532.17,MRS2,chr6,24402795
ENSG00000175707.12,KDF1,chr1,26960787
ENSG00000138660.14,AP1AR,chr4,112231362
ENSG00000181274.8,FRAT2,chr10,97334728
ENSG00000164983.11,TMEM65,chr8,124372710
ENSG00000198815.11,FOXJ3,chr1,42335912
ENSG00000143612.23,LTAP1,chr1,154220685
ENSG00000169220.20,RGS14,chr5,177357653
ENSG00000182827.11,ACBD3,chr1,226186762
ENSG00000120156.24,TEK,chr9,27109029
ENSG00000164663.17,USP49,chr6,41895394
ENSG00000128581.18,IFT22,chr7,101321830
ENSG00000105953.18,OGDH,chr7,44606495
ENSG00000152795.20,HNRNPDL,chr4,82430493
ENSG00000182177.16,ASB18,chr2,236264408
ENSG00000187922.16,LCN10,chr9,136743355
ENSG00000157343.10,ARMC12,chr6,35737027
ENSG00000172869.17,DMXL1,chr5,119037771
ENSG00000175193.16,PARL,chr3,183884932
ENSG00000118217.9,ATF6,chr1,161766242
ENSG00000158552.15,ZFAND2B,chr2,219195236
ENSG00000130940.16,CASZ1,chr1,10796657
ENSG00000187024.17,PTRH1,chr9,127724884
ENSG00000126883.21,NUP214,chr9,131124867
ENSG00000187553.10,CYP26C1,chr10,93060797
ENSG00000114948.15,ADAM23,chr2,206443368
ENSG00000155363.21,MOV10,chr1,112673140
ENSG00000284042.1,TAF11L6,chr5,17528668
ENSG00000178772.9,CPN2,chr3,194351400
ENSG00000185127.7,C6orf120,chr6,169702125
ENSG00000123505.22,AMD1,chr6,110874769
ENSG00000138709.22,LARP1B,chr4,128060637
ENSG00000171097.16,KYAT1,chr9,128882555
ENSG00000197712.14,FAM114A1,chr4,38867676
ENSG00000168395.18,ING5,chr2,241687084
ENSG00000163755.11,HPS3,chr3,149129601
ENSG00000112146.18,FBXO9,chr6,53051990
ENSG00000142910.18,TINAGL1,chr1,31576356
ENSG00000152465.20,NMT2,chr10,15168723
ENSG00000156097.13,GPR61,chr1,109539871
ENSG00000164591.16,MYOZ3,chr5,150660449
ENSG00000119401.13,TRIM32,chr9,116687297
ENSG00000163535.20,SGO2,chr2,200510007
ENSG00000198189.13,HSD17B11,chr4,87391222
ENSG00000135535.19,CD164,chr6,109382535
ENSG00000273269.3,ENSG00000273269,chr2,47176510
ENSG00000142731.13,PLK4,chr4,127880889
ENSG00000124802.14,EEF1E1,chr6,8102624
ENSG00000114316.15,USP4,chr3,49340711
ENSG00000163866.11,SMIM12,chr1,34859829
ENSG00000052802.15,MSMO1,chr4,165327659
ENSG00000170619.12,COMMD5,chr8,144854228
ENSG00000106178.9,CCL24,chr7,75823942
ENSG00000079150.20,FKBP7,chr2,178478603
ENSG00000129187.17,DCTD,chr4,182917935
ENSG00000230358.6,SPDYE21,chr7,67276940
ENSG00000127415.15,IDUA,chr4,986996
ENSG00000161204.14,ABCF3,chr3,184186094
ENSG00000128564.10,VGF,chr7,101167244
ENSG00000120616.17,EPC1,chr10,32378806
ENSG00000179403.14,VWA1,chr1,1434860
ENSG00000111802.16,TDP2,chr6,24667051
ENSG00000145743.19,FBXL17,chr5,108382362
ENSG00000144230.19,GPR17,chr2,127645863
ENSG00000133835.20,HSD17B4,chr5,119452464
ENSG00000186501.17,TMEM222,chr1,27322138
ENSG00000310592.1,ENSG00000310592,chr5,134818915
ENSG00000198833.9,UBE2J1,chr6,89353179
ENSG00000172116.25,CD8B,chr2,86861976
ENSG00000128585.20,MKLN1,chr7,131110095
ENSG00000135999.15,EPC2,chr2,148644439
ENSG00000142677.6,IL22RA1,chr1,24143300
ENSG00000135245.12,HILPDA,chr7,128455824
ENSG00000106701.15,FSD1L,chr9,105447795
ENSG00000143622.14,RIT1,chr1,155911407
ENSG00000112312.12,GMNN,chr6,24774891
ENSG00000164989.19,CCDC171,chr9,15552506
ENSG00000153015.18,CWC27,chr5,64766367
ENSG00000135070.16,ISCA1,chr9,86283101
ENSG00000197548.15,ATG7,chr3,11272308
ENSG00000206530.12,CFAP44,chr3,113441609
ENSG00000163815.8,CLEC3B,chr3,45001547
ENSG00000168137.22,SETD5,chr3,9397608
ENSG00000138398.19,PPIG,chr2,169584336
ENSG00000164062.15,APEH,chr3,49673817
ENSG00000174720.20,LARP7,chr4,112636989
ENSG00000085449.17,WDFY1,chr2,223945356
ENSG00000230124.10,ACBD6,chr1,180502953
ENSG00000118007.15,STAG1,chr3,136752463
ENSG00000182552.16,RWDD4,chr4,183659202
ENSG00000198517.12,MAFK,chr7,1530686
ENSG00000155926.16,SLA,chr8,133129215
ENSG00000169258.9,GPRIN1,chr5,176610176
ENSG00000181751.12,MACIR,chr5,103258387
ENSG00000116062.21,MSH6,chr2,47695529
ENSG00000143398.22,PIP5K1A,chr1,151197948
ENSG00000164011.20,ZNF691,chr1,42846572
ENSG00000043093.17,DCUN1D1,chr3,182985952
ENSG00000025800.15,KPNA6,chr1,32108027
ENSG00000083223.20,TUT7,chr9,86354809
ENSG00000180596.11,H2BC4,chr6,26124015
ENSG00000075790.14,BCAP29,chr7,107579956
ENSG00000078579.10,FGF20,chr8,17002351
ENSG00000136518.19,ACTL6A,chr3,179562885
ENSG00000188042.9,ARL4C,chr2,234497094
ENSG00000059588.12,TARBP1,chr1,234479196
ENSG00000160710.21,ADAR,chr1,154628012
ENSG00000144040.15,SFXN5,chr2,73075618
ENSG00000164751.17,PEX2,chr8,77001043
ENSG00000156876.11,SASS6,chr1,100132954
ENSG00000185674.12,LYG2,chr2,99255665
ENSG00000186952.17,TMEM232,chr5,110738959
ENSG00000143543.17,JTB,chr1,153978010
ENSG00000116679.19,IVNS1ABP,chr1,185317861
ENSG00000117620.17,SLC35A3,chr1,99969350
ENSG00000164778.5,EN2,chr7,155457554
ENSG00000175606.12,TMEM70,chr8,73972436
ENSG00000160808.15,MYL3,chr3,46885910
ENSG00000163344.8,PMVK,chr1,154937007
ENSG00000128606.14,LRRC17,chr7,102912940
ENSG00000086730.19,LAT2,chr7,74199651
ENSG00000115756.15,HPCAL1,chr2,10297409
ENSG00000180251.6,SLC9A4,chr2,102473219
ENSG00000156042.20,CFAP70,chr10,73358867
ENSG00000066136.23,NFYC,chr1,40691569
ENSG00000145945.9,FAM50B,chr6,3849350
ENSG00000122882.13,ECD,chr10,73169054
ENSG00000188315.9,C3orf62,chr3,49277235
ENSG00000115306.19,SPTBN1,chr2,54456265
ENSG00000144488.16,ESPNL,chr2,238100339
ENSG00000282872.2,C1orf232,chr1,26168962
ENSG00000163825.6,RTP3,chr3,46494610
ENSG00000168393.15,DTYMK,chr2,241686980
ENSG00000154582.20,ELOC,chr8,73972310
ENSG00000176601.15,MAP3K19,chr2,135047467
ENSG00000164305.22,CASP3,chr4,184650417
ENSG00000280537.2,ENSG00000280537,chr2,219170826
ENSG00000187257.18,RSBN1L,chr7,77696439
ENSG00000184163.4,C1QTNF12,chr1,1246933
ENSG00000122550.20,KLHL7,chr7,23105728
ENSG00000188986.10,NELFB,chr9,137255209
ENSG00000132466.22,ANKRD17,chr4,73259168
ENSG00000154743.21,TSEN2,chr3,12480528
ENSG00000107984.11,DKK1,chr10,52314273
ENSG00000147669.13,POLR2K,chr8,100150609
ENSG00000122376.14,SHLD2,chr10,87094005
ENSG00000124701.8,APOBEC2,chr6,41053200
ENSG00000221955.13,SLC12A8,chr3,125213228
ENSG00000138380.20,CARF,chr2,202912213
ENSG00000175787.20,ZNF169,chr9,94259279
ENSG00000185730.10,ZNF696,chr8,143289675
ENSG00000119446.16,RBM18,chr9,122264854
ENSG00000168538.18,TRAPPC11,chr4,183659266
ENSG00000122136.16,OBP2A,chr9,135545503
ENSG00000163161.16,ERCC3,chr2,127294187
ENSG00000240682.12,ISY1,chr3,129161348
ENSG00000174738.16,NR1D2,chr3,23945257
ENSG00000156509.15,FBXO43,chr8,100145825
ENSG00000115368.12,WDR75,chr2,189441428
ENSG00000163882.12,POLR2H,chr3,184360855
ENSG00000178950.20,GAK,chr4,932410
ENSG00000108187.18,PBLD,chr10,68334113
ENSG00000148677.9,ANKRD1,chr10,90921276
ENSG00000156026.17,MCU,chr10,72692087
ENSG00000138346.18,DNA2,chr10,68472120
ENSG00000213199.10,ASIC3,chr7,151048291
ENSG00000183833.18,CFAP91,chr3,119702989
ENSG00000118292.11,C1orf54,chr1,150268033
ENSG00000135828.13,RNASEL,chr1,182589271
ENSG00000291315.1,ENSG00000291315,chr3,40312085
ENSG00000147471.14,PLPBP,chr8,37762579
ENSG00000114779.22,ABHD14B,chr3,51983408
ENSG00000183625.18,CCR3,chr3,46130889
ENSG00000143552.11,NUP210L,chr1,154155115
ENSG00000105865.13,DUS4L,chr7,107563483
ENSG00000197279.7,ZNF165,chr6,28080275
ENSG00000158158.14,CNNM4,chr2,96760857
ENSG00000182600.11,SNORC,chr2,232857269
ENSG00000160145.17,KALRN,chr3,124033309
ENSG00000130338.14,TULP4,chr6,158232235
ENSG00000113812.16,ACTR8,chr3,53882201
ENSG00000156110.17,ADK,chr10,74151184
ENSG00000122483.20,CCDC18,chr1,93179757
ENSG00000184599.15,TAFA3,chr1,112718880
ENSG00000204160.14,ZDHHC18,chr1,26826667
ENSG00000145730.23,PAM,chr5,102753980
ENSG00000185681.15,MORN5,chr9,122159902
ENSG00000136807.15,CDK9,chr9,127785251
ENSG00000146067.19,FAM193B,chr5,177554600
ENSG00000115507.12,OTX1,chr2,63050056
ENSG00000169418.12,NPR1,chr1,153677964
ENSG00000167112.12,TRUB2,chr9,128322740
ENSG00000159921.22,GNE,chr9,36277041
ENSG00000117650.15,NEK2,chr1,211675662
ENSG00000113520.12,IL4,chr5,132673985
ENSG00000114786.16,ABHD14A-ACY1,chr3,51974705
ENSG00000285585.1,ENSG00000285585,chr3,119703075
ENSG00000187492.10,CDHR4,chr3,49799878
ENSG00000105879.14,CBLL1,chr7,107743072
ENSG00000137171.17,KLC4,chr6,43040776
ENSG00000084710.16,EFR3B,chr2,25042047
ENSG00000114988.14,LMAN2L,chr2,96740086
ENSG00000142937.14,RPS8,chr1,44775250
ENSG00000184220.13,CMSS1,chr3,99817822
ENSG00000183624.16,HMCES,chr3,129278440
ENSG00000124782.23,RREB1,chr6,7107417
ENSG00000107443.18,CCNJ,chr10,96043052
ENSG00000142686.9,C1orf216,chr1,35718893
ENSG00000196456.15,ZNF775,chr7,150368789
ENSG00000164048.16,ZNF589,chr3,48241051
ENSG00000075618.20,FSCN1,chr7,5592805
ENSG00000151014.8,NOCT,chr4,139015413
ENSG00000152642.13,GPD1L,chr3,32105688
ENSG00000152669.10,CCNO,chr5,55233648
ENSG00000120256.13,LRP11,chr6,149864423
ENSG00000156453.15,PCDH1,chr5,141879245
ENSG00000113569.19,NUP155,chr5,37371186
ENSG00000146463.14,ZMYM4,chr1,35268663
ENSG00000106631.10,MYL7,chr7,44143178
ENSG00000130958.15,SLC35D2,chr9,96383844
ENSG00000145050.20,MANF,chr3,51385254
ENSG00000143847.18,PPFIA4,chr1,203026469
ENSG00000165118.16,QNG1,chr9,83956985
ENSG00000284439.1,TAF11L3,chr5,17518366
ENSG00000077152.14,UBE2T,chr1,202341983
ENSG00000165322.20,ARHGAP12,chr10,31928875
ENSG00000189157.16,FAM47E,chr4,76214039
ENSG00000158163.17,DZIP1L,chr3,138115856
ENSG00000174529.7,TMEM81,chr1,205084459
ENSG00000163885.14,CFAP100,chr3,126394655
ENSG00000104756.18,KCTD9,chr8,25458475
ENSG00000162419.15,GMEB1,chr1,28668279
ENSG00000138231.15,DBR1,chr3,138174952
ENSG00000162461.10,SLC25A34,chr1,15736175
ENSG00000067606.19,PRKCZ,chr1,2050395
ENSG00000125459.20,MSTO1,chr1,155563234
ENSG00000162923.18,WDR26,chr1,224437032
ENSG00000128617.4,OPN1SW,chr7,128775793
ENSG00000135953.13,SLC67A2,chr2,102736898
ENSG00000152127.11,MGAT5,chr2,134119891
ENSG00000162267.16,ITIH3,chr3,52794449
ENSG00000138286.17,FAM149B1,chr10,73168117
ENSG00000178209.19,PLEC,chr8,143977038
ENSG00000185963.15,BICD2,chr9,92764865
ENSG00000285458.1,C4orf36,chr4,86936177
ENSG00000106803.12,SEC61B,chr9,99222063
ENSG00000146540.17,CHLSN,chr7,1138312
ENSG00000198612.13,COPS8,chr2,237085876
ENSG00000011454.20,RABGAP1,chr9,122940832
ENSG00000134186.14,PRPF38B,chr1,108692291
ENSG00000157303.13,SUSD3,chr9,93058683
ENSG00000288558.3,DUS4L-BCAP29,chr7,107563970
ENSG00000112033.16,PPARD,chr6,35342529
ENSG00000163393.15,SLC22A15,chr1,115976309
ENSG00000255054.3,ENSG00000255054,chr1,25811469
ENSG00000168397.19,ATG4B,chr2,241637203
ENSG00000122435.13,TRMT13,chr1,100133042
ENSG00000163701.21,IL17RE,chr3,9902611
ENSG00000097021.23,ACOT7,chr1,6393788
ENSG00000163874.13,ZC3H12A,chr1,37474495
ENSG00000168913.9,ENHO,chr9,34523173
ENSG00000147654.18,EBAG9,chr8,109539620
ENSG00000168894.12,RNF181,chr2,85595619
ENSG00000198756.13,COLGALT2,chr1,184037776
ENSG00000241058.5,NSUN6,chr10,18659284
ENSG00000096696.18,DSP,chr6,7541319
ENSG00000184292.7,TACSTD2,chr1,58577251
ENSG00000174796.14,THAP6,chr4,75513945
ENSG00000007866.23,TEAD3,chr6,35497867
ENSG00000114770.19,ABCC5,chr3,184018306
ENSG00000128578.12,STRIP2,chr7,129434391
ENSG00000056586.18,RC3H2,chr9,122905512
ENSG00000116478.15,HDAC1,chr1,32291918
ENSG00000117543.24,DPH5,chr1,101026116
ENSG00000198919.15,DZIP3,chr3,108589479
ENSG00000130414.15,NDUFA10,chr2,240025742
ENSG00000176532.6,PRR15,chr7,29563774
ENSG00000135521.11,LTV1,chr6,143843301
ENSG00000181817.8,LSM10,chr1,36397944
ENSG00000105926.18,PALS2,chr7,24572935
ENSG00000063978.19,RNF4,chr4,2462219
ENSG00000185261.17,KIAA0825,chr5,94618615
ENSG00000116455.15,WDR77,chr1,111449296
ENSG00000198860.16,TSEN15,chr1,184051628
ENSG00000198937.11,CCDC167,chr6,37499928
ENSG00000066185.15,ZMYND12,chr1,42456252
ENSG00000118997.15,DNAH7,chr2,196068847
ENSG00000170417.17,TMEM182,chr2,102736904
ENSG00000287856.1,ENSG00000287856,chr1,231528602
ENSG00000136918.10,WDR38,chr9,124853265
ENSG00000283761.1,ENSG00000283761,chr1,99970010
ENSG00000250673.4,REELD1,chr4,146214514
ENSG00000283765.1,ENSG00000283765,chr3,183884888
ENSG00000143384.15,MCL1,chr1,150579737
ENSG00000143199.19,ADCY10,chr1,167914214
ENSG00000129696.15,TTI2,chr8,33513184
ENSG00000136874.13,STX17,chr9,99906653
ENSG00000112419.17,PHACTR2,chr6,143536581
ENSG00000171169.10,NAIF1,chr9,128068205
ENSG00000177383.6,MAGEF1,chr3,184712072
ENSG00000187260.17,WDR86,chr7,151410726
ENSG00000172795.18,DCP2,chr5,112976701
ENSG00000183807.10,FAM162B,chr6,116765832
ENSG00000156467.12,UQCRB,chr8,96235620
ENSG00000081853.16,PCDHGA2,chr5,141338753
ENSG00000144671.11,SLC22A14,chr3,38282293
ENSG00000143768.14,LEFTY2,chr1,225941531
ENSG00000204628.14,RACK1,chr5,181248095
ENSG00000118482.14,PHF3,chr6,63635770
ENSG00000144744.20,UBA3,chr3,69080407
ENSG00000164162.16,ANAPC10,chr4,145098822
ENSG00000130717.15,UCK1,chr9,131531288
ENSG00000211460.14,TSN,chr2,121737102
ENSG00000159423.19,ALDH4A1,chr1,18902798
ENSG00000005020.15,SKAP2,chr7,26995238
ENSG00000189325.9,BNIP5,chr6,36337009
ENSG00000214022.14,REPIN1,chr7,150368066
ENSG00000105993.17,DNAJB6,chr7,157335380
ENSG00000136819.17,C9orf78,chr9,129835862
ENSG00000188786.12,MTF1,chr1,37859613
ENSG00000162585.19,FAAP20,chr1,2212719
ENSG00000106546.16,AHR,chr7,16916358
ENSG00000186314.14,PRELID2,chr5,145835378
ENSG00000162929.16,SANBR,chr2,61065870
ENSG00000196455.10,PIK3R4,chr3,130746856
ENSG00000114480.15,GBE1,chr3,81761839
ENSG00000163626.19,COX18,chr4,73069754
ENSG00000163607.20,GTPBP8,chr3,112990908
ENSG00000136826.17,KLF4,chr9,107490481
ENSG00000196505.13,GDAP2,chr1,117929661
ENSG00000131373.17,HACL1,chr3,15601882
ENSG00000185920.19,PTCH1,chr9,95517056
ENSG00000244405.10,ETV5,chr3,186110317
ENSG00000006530.20,AGK,chr7,141551277
ENSG00000148384.16,INPP5E,chr9,136439881
ENSG00000160781.19,PAQR6,chr1,156248646
ENSG00000143799.16,PARP1,chr1,226408153
ENSG00000112118.22,MCM3,chr6,52284880
ENSG00000136197.16,C7orf25,chr7,42912517
ENSG00000178338.12,ZNF354B,chr5,178859924
ENSG00000165695.12,AK8,chr9,132878776
ENSG00000165271.19,NOL6,chr9,33473929
ENSG00000009780.18,FAM76A,chr1,27725945
ENSG00000155636.18,RBM45,chr2,178112383
ENSG00000124374.11,PAIP2B,chr2,71227111
ENSG00000134107.7,BHLHE40,chr3,4978714
ENSG00000138768.17,USO1,chr4,75724521
ENSG00000133048.15,CHI3L1,chr1,203186799
ENSG00000107864.17,CPEB3,chr10,92291627
ENSG00000115947.16,ORC4,chr2,148021783
ENSG00000121966.8,CXCR4,chr2,136119176
ENSG00000107021.19,TBC1D13,chr9,128787226
ENSG00000148399.15,DPH7,chr9,137578935
ENSG00000198471.2,RTP2,chr3,187702655
ENSG00000198887.11,SMC5,chr9,70258269
ENSG00000066583.14,ISOC1,chr5,129094697
ENSG00000104760.19,FGL1,chr8,17910382
ENSG00000186918.16,ZNF395,chr8,28402700
ENSG00000243989.11,ACY1,chr3,51983046
ENSG00000107201.14,RIGI,chr9,32526347
ENSG00000115461.7,IGFBP5,chr2,216695548
ENSG00000145832.18,SLC25A48,chr5,135476912
ENSG00000171453.22,POLR1C,chr6,43509701
ENSG00000288698.1,ENSG00000288698,chr3,179604806
ENSG00000188015.12,S100A3,chr1,153550150
ENSG00000116791.16,CRYZ,chr1,74733127
ENSG00000243566.9,UPK3B,chr7,76510352
ENSG00000107779.18,BMPR1A,chr10,86755750
ENSG00000115423.20,DNAH6,chr2,84516454
ENSG00000119285.13,HEATR1,chr1,236604831
ENSG00000143373.20,ZNF687,chr1,151281501
ENSG00000214694.15,ARHGEF33,chr2,38889838
ENSG00000145014.20,TMEM44,chr3,194633688
ENSG00000030110.16,BAK1,chr6,33580304
ENSG00000143819.15,EPHX1,chr1,225810047
ENSG00000197747.11,S100A10,chr1,151993890
ENSG00000168172.11,HOOK3,chr8,42896498
ENSG00000164576.14,SAP30L,chr5,154445975
ENSG00000071189.23,SNX13,chr7,17940711
ENSG00000154447.17,SH3RF1,chr4,169271184
ENSG00000129295.12,DNAAF11,chr8,132675621
ENSG00000185009.15,AP3M1,chr10,74151054
ENSG00000165997.7,ARL5B,chr10,18659303
ENSG00000163517.17,HDAC11,chr3,13479723
ENSG00000084764.14,MAPRE3,chr2,26970399
ENSG00000147872.12,PLIN2,chr9,19149368
ENSG00000142945.15,KIF2C,chr1,44739809
ENSG00000009844.18,VTA1,chr6,142147161
ENSG00000179041.4,RRS1,chr8,66429013
ENSG00000162623.18,TYW3,chr1,74733113
ENSG00000197635.13,DPP4,chr2,162074638
ENSG00000119523.12,ALG2,chr9,99221991
ENSG00000119514.9,GALNT12,chr9,98807612
ENSG00000112874.12,NUDT12,chr5,103562816
ENSG00000163539.21,CLASP2,chr3,33718413
ENSG00000117362.15,APH1A,chr1,150269579
ENSG00000158859.12,ADAMTS4,chr1,161200508
ENSG00000196407.12,THEM5,chr1,151853711
ENSG00000090097.24,PCBP4,chr3,51974629
ENSG00000130560.11,UBAC1,chr9,135961399
ENSG00000180573.11,H2AC6,chr6,26124144
ENSG00000048545.19,GUCA1A,chr6,42173363
ENSG00000285713.1,ENSG00000285713,chr4,145098173
ENSG00000133302.15,SLF1,chr5,94618053
ENSG00000175073.9,VCPIP1,chr8,66667262
ENSG00000272031.4,ANKRD34A,chr1,145964574
ENSG00000053900.13,ANAPC4,chr4,25377209
ENSG00000107104.23,KANK1,chr9,470288
ENSG00000182795.15,C1orf116,chr1,207032820
ENSG00000256453.2,DND1,chr5,140673575
ENSG00000185189.20,NRBP2,chr8,143841108
ENSG00000065518.10,NDUFB4,chr3,120596272
ENSG00000175305.20,CCNE2,chr8,94896679
ENSG00000124357.15,NAGK,chr2,71064343
ENSG00000143851.19,PTPN7,chr1,202161587
