seqnames	start	end	width	strand	V4	V5	V6	V7	V8	V9	V10	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME
chr5	68599957	68600174	218	*	p65_0hr_peak_11291	26	.	4.30571	6.09996	2.61559	44	Intron (ENST00000507733.3/105379013, intron 3 of 5)	5	68606083	68617515	11433	2	105379013	ENST00000815650.1	17341	NA	LOC105379013	uncharacterized LOC105379013
chr5	69492503	69492678	176	*	p65_0hr_peak_11292	37	.	5.16686	7.67231	3.72411	99	Promoter (<=1kb)	5	69492773	69555275	62503	1	100506658	ENST00000681041.1	-95	ENSG00000197822	OCLN	occludin
chr5	69656257	69656443	187	*	p65_0hr_peak_11293	37	.	5.16686	7.67231	3.72411	68	Intron (ENST00000798569.1/653188, intron 3 of 7)	5	69637929	69652769	14841	2	653188	ENST00000798610.1	-3488	ENSG00000290560	GUSBP3	GUSB pseudogene 3
chr5	69682834	69683009	176	*	p65_0hr_peak_11294	37	.	5.16686	7.67231	3.72411	96	Intron (ENST00000798569.1/653188, intron 1 of 7)	5	69625526	69679313	53788	2	653188	ENST00000798600.1	-3521	ENSG00000290560	GUSBP3	GUSB pseudogene 3
chr5	69871452	69871627	176	*	p65_0hr_peak_11295	37	.	5.16686	7.67231	3.72411	98	Intron (ENST00000731170.1/124900996, intron 1 of 8)	5	69875271	69920867	45597	1	124900996	ENST00000506490.2	-3644	NA	LOC124900996	uncharacterized LOC124900996
chr5	69896769	69896944	176	*	p65_0hr_peak_11296	16	.	3.44457	4.60611	1.65242	126	Intron (ENST00000731170.1/124900996, intron 3 of 8)	5	69901251	69962862	61612	1	124900996	ENST00000731257.1	-4307	NA	LOC124900996	uncharacterized LOC124900996
chr5	69985111	69985286	176	*	p65_0hr_peak_11297	16	.	3.44457	4.60611	1.65242	65	Exon (ENST00000731511.1/ENST00000731511.1, exon 1 of 4)	5	70025251	70032696	7446	1	728492	ENST00000380751.10	-39965	ENSG00000205572	SERF1B	small EDRK-rich factor 1B
chr5	70215292	70215467	176	*	p65_0hr_peak_11298	16	.	3.44457	4.60611	1.65242	30	Promoter (<=1kb)	5	70194890	70214410	19521	2	11039	ENST00000768198.1	-882	ENSG00000300022	GUSBP14	GUSB pseudogene 14
chr5	70217856	70218123	268	*	p65_0hr_peak_11299	37	.	5.16686	7.67231	3.72411	150	Promoter (1-2kb)	5	70155313	70219919	64607	2	11039	ENST00000768167.1	1796	ENSG00000300022	GUSBP14	GUSB pseudogene 14
chr5	70219518	70219693	176	*	p65_0hr_peak_11300	35	.	5.04624	7.26876	3.51544	105	Promoter (<=1kb)	5	70155313	70219919	64607	2	11039	ENST00000768167.1	226	ENSG00000300022	GUSBP14	GUSB pseudogene 14
chr5	70493053	70493239	187	*	p65_0hr_peak_11301	35	.	5.04624	7.26876	3.51544	57	Promoter (1-2kb)	5	70481016	70495199	14184	2	11042	ENST00000768932.1	1960	ENSG00000300109	GUSBP15	GUSB pseudogene 15
chr5	70514334	70514559	226	*	p65_0hr_peak_11302	37	.	5.16686	7.67231	3.72411	143	Promoter (1-2kb)	5	70492825	70516347	23523	2	11042	ENST00000768922.1	1788	ENSG00000300109	GUSBP15	GUSB pseudogene 15
chr5	70529718	70529893	176	*	p65_0hr_peak_11303	16	.	3.44457	4.60611	1.65242	65	Promoter (<=1kb)	5	70514034	70528857	14824	2	11042	ENST00000768925.1	-861	ENSG00000300109	GUSBP15	GUSB pseudogene 15
chr5	70532375	70532550	176	*	p65_0hr_peak_11304	37	.	5.16686	7.67231	3.72411	60	Intron (ENST00000769676.1/ENST00000769676.1, intron 5 of 5)	5	70514034	70528857	14824	2	11042	ENST00000768925.1	-3518	ENSG00000300109	GUSBP15	GUSB pseudogene 15
chr5	70558898	70559073	176	*	p65_0hr_peak_11305	37	.	5.16686	7.67231	3.72411	98	Intron (ENST00000768865.1/11042, intron 1 of 9)	5	70481016	70555387	74372	2	11042	ENST00000768899.1	-3511	ENSG00000300109	GUSBP15	GUSB pseudogene 15
chr5	70736349	70736534	186	*	p65_0hr_peak_11306	50	.	6.028	9.31118	5.04104	127	Intron (ENST00000751024.1/653080, intron 1 of 8)	5	70722143	70853693	131551	1	653080	ENST00000751079.1	14206	ENSG00000297805	GUSBP16	GUSB pseudogene 16
chr5	70747379	70747554	176	*	p65_0hr_peak_11307	37	.	5.16686	7.67231	3.72411	61	Intron (ENST00000751024.1/653080, intron 1 of 8)	5	70751063	70853692	102630	1	653080	ENST00000751089.1	-3509	ENSG00000297805	GUSBP16	GUSB pseudogene 16
chr5	70772651	70772918	268	*	p65_0hr_peak_11308	37	.	5.16686	7.67231	3.72411	138	Intron (ENST00000751024.1/653080, intron 3 of 8)	5	70776317	70837937	61621	1	653080	ENST00000751116.1	-3399	ENSG00000297805	GUSBP16	GUSB pseudogene 16
chr5	70860194	70860369	176	*	p65_0hr_peak_11309	16	.	3.44457	4.60611	1.65242	58	Exon (ENST00000518435.1/ENST00000518435.1, exon 1 of 1)	5	70854691	70872578	17888	1	653080	ENST00000751135.1	5503	ENSG00000297805	GUSBP16	GUSB pseudogene 16
chr5	71194241	71194416	176	*	p65_0hr_peak_11310	26	.	4.30571	6.09996	2.61559	72	Exon (ENST00000738587.1/ENST00000738587.1, exon 4 of 4)	5	71218072	71222479	4408	2	100049076	ENST00000738300.1	28063	NA	GUSBP17	GUSB pseudogene 17
chr5	71218312	71218487	176	*	p65_0hr_peak_11311	37	.	5.1611	7.65195	3.72411	65	Intron (ENST00000738213.1/100049076, intron 6 of 15)	5	71218072	71222479	4408	2	100049076	ENST00000738300.1	3992	NA	GUSBP17	GUSB pseudogene 17
chr5	71236241	71236508	268	*	p65_0hr_peak_11312	37	.	5.16686	7.67231	3.72411	162	Intron (ENST00000738213.1/100049076, intron 3 of 15)	5	71218017	71232845	14829	2	100049076	ENST00000738281.1	-3396	NA	GUSBP17	GUSB pseudogene 17
chr5	71795644	71795866	223	*	p65_0hr_peak_11313	26	.	4.30571	6.09996	2.61559	71	Distal Intergenic	5	71719579	71721048	1470	1	9607	ENST00000513096.1	76065	ENSG00000164326	CARTPT	CART prepropeptide
chr5	71796403	71796647	245	*	p65_0hr_peak_11314	50	.	6.028	9.31118	5.04104	107	Distal Intergenic	5	71873397	71885373	11977	1	105379027	ENST00000731343.1	-76750	NA	LOC105379027	uncharacterized LOC105379027
chr5	71852475	71852650	176	*	p65_0hr_peak_11315	37	.	5.16686	7.67231	3.72411	152	Distal Intergenic	5	71873397	71885373	11977	1	105379027	ENST00000731343.1	-20747	NA	LOC105379027	uncharacterized LOC105379027
chr5	72233245	72233420	176	*	p65_0hr_peak_11316	26	.	4.30571	6.09996	2.61559	141	Intron (ENST00000694990.1/23107, intron 7 of 11)	5	72219529	72229553	10025	2	23107	ENST00000515226.5	-3692	ENSG00000113048	MRPS27	mitochondrial ribosomal protein S27
chr5	72578979	72579308	330	*	p65_0hr_peak_11317	26	.	4.30571	6.09996	2.61559	184	Promoter (1-2kb)	5	72574186	72580977	6792	2	121232377	ENST00000506250.1	1669	NA	TNPO1-DT	TNPO1 divergent transcript
chr5	73742548	73742723	176	*	p65_0hr_peak_11318	37	.	5.16686	7.67231	3.72411	81	Intron (ENST00000296794.10/64283, intron 2 of 34)	5	73794363	73795518	1156	1	64283	ENST00000510131.1	-51640	ENSG00000214944	ARHGEF28	Rho guanine nucleotide exchange factor 28
chr5	73875377	73875552	176	*	p65_0hr_peak_11319	16	.	3.32889	4.23203	1.61538	101	Intron (ENST00000296794.10/64283, intron 22 of 34)	5	73882479	73905323	22845	1	64283	ENST00000510312.6	-6927	ENSG00000214944	ARHGEF28	Rho guanine nucleotide exchange factor 28
chr5	73877430	73877605	176	*	p65_0hr_peak_11320	26	.	4.25024	5.91036	2.61559	42	Intron (ENST00000296794.10/64283, intron 22 of 34)	5	73882479	73905323	22845	1	64283	ENST00000510312.6	-4874	ENSG00000214944	ARHGEF28	Rho guanine nucleotide exchange factor 28
chr5	74710967	74711151	185	*	p65_0hr_peak_11321	36	.	5.08396	7.39001	3.62121	130	Promoter (2-3kb)	5	74713538	74720836	7299	1	3074	ENST00000504459.5	-2387	ENSG00000049860	HEXB	hexosaminidase subunit beta
chr5	74794003	74794179	177	*	p65_0hr_peak_11322	50	.	6.028	9.31118	5.04104	50	Intron (ENST00000514215.5/26049, intron 10 of 11)	5	74769298	74776804	7507	1	10412	ENST00000515524.1	24705	ENSG00000164346	NSA2	NSA2 ribosome biogenesis factor
chr5	75115453	75115628	176	*	p65_0hr_peak_11323	37	.	5.16686	7.67231	3.72411	118	Intron (ENST00000504022.1/256006, intron 7 of 13)	5	75068275	75169165	100891	2	256006	ENST00000504022.1	53537	ENSG00000145700	ANKRD31	ankyrin repeat domain 31
chr5	75115888	75116183	296	*	p65_0hr_peak_11324	23	.	4.11598	5.49678	2.33271	97	Intron (ENST00000504022.1/256006, intron 7 of 13)	5	75068275	75169165	100891	2	256006	ENST00000504022.1	52982	ENSG00000145700	ANKRD31	ankyrin repeat domain 31
chr5	75642349	75642925	577	*	p65_0hr_peak_11325	37	.	5.59616	7.70681	3.74177	63	Intron (ENST00000672850.1/728780, intron 1 of 7)	5	75635873	75681773	45901	1	728780	ENST00000672802.1	6476	ENSG00000189045	ANKDD1B	ankyrin repeat and death domain containing 1B
chr5	75643824	75644088	265	*	p65_0hr_peak_11326	26	.	4.30571	6.09996	2.61559	121	Intron (ENST00000672850.1/728780, intron 1 of 7)	5	75635873	75681773	45901	1	728780	ENST00000672802.1	7951	ENSG00000189045	ANKDD1B	ankyrin repeat and death domain containing 1B
chr5	75898051	75898226	176	*	p65_0hr_peak_11327	23	.	4.11793	5.50237	2.33271	162	Distal Intergenic	5	75721389	75730370	8982	1	441087	ENST00000814450.1	176662	NA	LOC441087	uncharacterized LOC441087
chr5	75955997	75956172	176	*	p65_0hr_peak_11328	16	.	3.68199	4.43899	1.65242	173	Distal Intergenic	5	76081592	76082889	1298	2	105379041	ENST00000826269.1	126717	NA	SV2C-AS1	SV2C antisense RNA 1
chr5	76035904	76036201	298	*	p65_0hr_peak_11329	26	.	4.30571	6.09996	2.61559	165	Distal Intergenic	5	76081592	76082889	1298	2	105379041	ENST00000826269.1	46688	NA	SV2C-AS1	SV2C antisense RNA 1
chr5	76121544	76121770	227	*	p65_0hr_peak_11330	13	.	3.19488	3.86176	1.37753	119	Intron (ENST00000502798.7/22987, intron 1 of 12)	5	76081414	76084186	2773	2	105379041	ENST00000503652.2	-37358	NA	SV2C-AS1	SV2C antisense RNA 1
chr5	77041886	77042073	188	*	p65_0hr_peak_11331	50	.	6.028	9.31118	5.04104	91	Intron (ENST00000312916.12/55109, intron 5 of 13)	5	77030902	77152155	121254	1	55109	ENST00000646704.1	10984	ENSG00000164252	AGGF1	angiogenic factor with G-patch and FHA domains 1
chr5	77436207	77436382	176	*	p65_0hr_peak_11332	26	.	4.25024	5.91036	2.61559	55	Promoter (<=1kb)	5	77426652	77436279	9628	2	55255	ENST00000512033.1	0	ENSG00000164253	WDR41	WD repeat domain 41
chr5	77797967	77798142	176	*	p65_0hr_peak_11333	37	.	5.16686	7.67231	3.72411	109	Intron (ENST00000522370.1/6902, intron 1 of 3)	5	77691166	77776339	85174	2	6902	ENST00000380377.9	-21628	ENSG00000171530	TBCA	tubulin folding cofactor A
chr5	78453059	78453277	219	*	p65_0hr_peak_11334	63	.	6.83701	10.8254	6.39435	142	Intron (ENST00000614488.4/9522, intron 6 of 7)	5	78457793	78476829	19037	1	9522	ENST00000506858.2	-4516	ENSG00000085365	SCAMP1	secretory carrier membrane protein 1
chr5	78712950	78713125	176	*	p65_0hr_peak_11335	16	.	3.44457	4.60611	1.65242	77	Intron (ENST00000514587.1/124900191, intron 3 of 3)	5	78632260	78770021	137762	2	124900191	ENST00000514587.1	56896	NA	LOC124900191	uncharacterized LOC124900191
chr5	78714043	78714365	323	*	p65_0hr_peak_11336	37	.	5.15551	7.63229	3.72411	88	Intron (ENST00000514587.1/124900191, intron 3 of 3)	5	78632260	78770021	137762	2	124900191	ENST00000514587.1	55656	NA	LOC124900191	uncharacterized LOC124900191
chr5	78851368	78851543	176	*	p65_0hr_peak_11337	36	.	5.10029	7.44386	3.66069	45	Intron (ENST00000264914.10/411, intron 5 of 7)	5	78780352	78783494	3143	2	411	ENST00000521011.1	-67874	ENSG00000113273	ARSB	arylsulfatase B
chr5	78872279	78872608	330	*	p65_0hr_peak_11338	81	.	7.75028	12.7553	8.15164	166	Intron (ENST00000264914.10/411, intron 5 of 7)	5	78884294	78955374	71081	2	411	ENST00000521800.2	82766	ENSG00000113273	ARSB	arylsulfatase B
chr5	79096286	79096461	176	*	p65_0hr_peak_11339	37	.	5.16686	7.67231	3.72411	137	Intron (ENST00000520388.5/124901011, intron 4 of 4)	5	79082392	79083198	807	1	23743	ENST00000523046.1	13894	ENSG00000132840	BHMT2	betaine--homocysteine S-methyltransferase 2
chr5	79097195	79097370	176	*	p65_0hr_peak_11340	26	.	4.30571	6.09996	2.61559	97	Intron (ENST00000520388.5/124901011, intron 4 of 4)	5	79111809	79116404	4596	1	635	ENST00000520335.5	-14439	ENSG00000145692	BHMT	betaine--homocysteine S-methyltransferase
chr5	79469671	79469846	176	*	p65_0hr_peak_11341	35	.	5.04624	7.26876	3.51544	155	Intron (ENST00000334082.11/9456, intron 1 of 8)	5	79375930	79512794	136865	2	9456	ENST00000282260.10	42948	ENSG00000152413	HOMER1	homer scaffold protein 1
chr5	79779240	79779444	205	*	p65_0hr_peak_11342	32	.	4.93918	6.94521	3.26756	144	Intron (ENST00000446378.3/202333, intron 9 of 12)	5	79758753	79763419	4667	1	202333	ENST00000505466.1	20487	ENSG00000164309	CMYA5	cardiomyopathy associated 5
chr5	79784414	79784683	270	*	p65_0hr_peak_11343	50	.	6.028	9.31118	5.04104	132	Intron (ENST00000446378.3/202333, intron 9 of 12)	5	79801672	79841251	39580	1	102724557	ENST00000827626.1	-16989	NA	LOC102724557	uncharacterized LOC102724557
chr5	80785646	80785821	176	*	p65_0hr_peak_11344	26	.	4.30571	6.09996	2.61559	78	Intron (ENST00000670357.1/4437, intron 17 of 24)	5	80813625	80876610	62986	1	4437	ENST00000659302.1	-27804	ENSG00000113318	MSH3	mutS homolog 3
chr5	80947380	80947555	176	*	p65_0hr_peak_11345	26	.	4.30571	6.09996	2.61559	110	Promoter (1-2kb)	5	80947694	80948731	1038	2	102524628	ENST00000660640.1	1176	NA	RASGRF2-AS1	RASGRF2 antisense RNA 1
chr5	81618075	81618315	241	*	p65_0hr_peak_11346	31	.	4.89076	6.80769	3.18713	88	Promoter (1-2kb)	5	81615486	81616585	1100	2	23635	ENST00000507968.1	-1490	ENSG00000145687	SSBP2	single stranded DNA binding protein 2
chr5	82141062	82141253	192	*	p65_0hr_peak_11347	37	.	5.16686	7.67231	3.72411	81	Intron (ENST00000282185.8/83734, intron 3 of 7)	5	82164445	82276857	112413	1	83734	ENST00000514253.2	-23192	ENSG00000152348	ATG10	autophagy related 10
chr5	82371438	82371662	225	*	p65_0hr_peak_11348	37	.	5.16686	7.67231	3.72411	106	Intron (ENST00000508366.5/92270, intron 6 of 7)	5	82313172	82318430	5259	1	92270	ENST00000718975.1	58266	NA	ATP6AP1L	ATPase H+ transporting accessory protein 1 like (pseudogene)
chr5	82430323	82430594	272	*	p65_0hr_peak_11349	50	.	6.028	9.31118	5.04104	174	Distal Intergenic	5	82313172	82318430	5259	1	92270	ENST00000718975.1	117151	NA	ATP6AP1L	ATPase H+ transporting accessory protein 1 like (pseudogene)
chr5	82432575	82433059	485	*	p65_0hr_peak_11350	65	.	6.88914	11.0078	6.5418	309	Distal Intergenic	5	82313172	82318430	5259	1	92270	ENST00000718975.1	119403	NA	ATP6AP1L	ATPase H+ transporting accessory protein 1 like (pseudogene)
chr5	82433549	82433724	176	*	p65_0hr_peak_11351	37	.	5.16686	7.67231	3.72411	101	Distal Intergenic	5	82313172	82318430	5259	1	92270	ENST00000718975.1	120377	NA	ATP6AP1L	ATPase H+ transporting accessory protein 1 like (pseudogene)
chr5	82870284	82870557	274	*	p65_0hr_peak_11352	18	.	3.88691	4.89784	1.87186	91	Intron (ENST00000745623.1/107986430, intron 1 of 1)	5	82863456	82927289	63834	1	107986430	ENST00000745622.1	6828	NA	LOC107986430	uncharacterized LOC107986430
chr5	82946106	82946281	176	*	p65_0hr_peak_11353	37	.	5.16686	7.67231	3.72411	96	Intron (ENST00000745102.1/102546175, intron 1 of 4)	5	82862319	82975423	113105	2	105379051	ENST00000745336.1	29142	ENSG00000248112	LOC105379051	uncharacterized LOC105379051
chr5	83317385	83317621	237	*	p65_0hr_peak_11354	37	.	5.16686	7.67231	3.72411	157	Intron (ENST00000282268.7/7518, intron 7 of 7)	5	83388145	83398290	10146	1	105379053	ENST00000823088.1	-70524	NA	LOC105379053	uncharacterized LOC105379053
chr5	83317867	83318132	266	*	p65_0hr_peak_11355	26	.	4.30571	6.09996	2.61559	97	Intron (ENST00000282268.7/7518, intron 7 of 7)	5	83388145	83398290	10146	1	105379053	ENST00000823088.1	-70013	NA	LOC105379053	uncharacterized LOC105379053
chr5	83319772	83320016	245	*	p65_0hr_peak_11356	18	.	3.88691	4.89784	1.87186	12	Intron (ENST00000282268.7/7518, intron 7 of 7)	5	83388145	83398290	10146	1	105379053	ENST00000823088.1	-68129	NA	LOC105379053	uncharacterized LOC105379053
chr5	83461028	83461203	176	*	p65_0hr_peak_11357	26	.	4.66429	6.22211	2.69513	87	Distal Intergenic	5	83471618	83483604	11987	1	1462	ENST00000503923.1	-10415	ENSG00000038427	VCAN	versican
chr5	83795802	83796220	419	*	p65_0hr_peak_11358	58	.	6.65777	10.2473	5.87133	114	Distal Intergenic	5	83637805	83720855	83051	2	1404	ENST00000274341.9	-74947	ENSG00000145681	HAPLN1	hyaluronan and proteoglycan link protein 1
chr5	83798070	83798585	516	*	p65_0hr_peak_11359	16	.	3.68199	4.43899	1.65242	440	Distal Intergenic	5	83637805	83720855	83051	2	1404	ENST00000274341.9	-77215	ENSG00000145681	HAPLN1	hyaluronan and proteoglycan link protein 1
chr5	84052126	84052301	176	*	p65_0hr_peak_11360	26	.	4.30571	6.09996	2.61559	124	Intron (ENST00000296591.10/10085, intron 9 of 10)	5	84047606	84078828	31223	2	10085	ENST00000510271.1	26527	ENSG00000164176	EDIL3	EGF like and discoidin domains 3
chr5	85239839	85240014	176	*	p65_0hr_peak_11361	26	.	4.66429	6.22211	2.69513	59	Distal Intergenic	5	85291407	85336266	44860	2	101929321	ENST00000730233.1	96252	NA	LOC101929321	uncharacterized LOC101929321
chr5	85761789	85761979	191	*	p65_0hr_peak_11362	26	.	4.30571	6.09996	2.61559	111	Distal Intergenic	5	85543499	85648707	105209	2	105379061	ENST00000807552.1	-113082	NA	LOC105379061	uncharacterized LOC105379061
chr5	85959689	85959871	183	*	p65_0hr_peak_11363	50	.	6.028	9.31118	5.04104	28	Distal Intergenic	5	85543499	85648707	105209	2	105379061	ENST00000807552.1	-310982	NA	LOC105379061	uncharacterized LOC105379061
chr5	86147096	86147271	176	*	p65_0hr_peak_11364	18	.	3.88691	4.89784	1.87186	118	Intron (ENST00000837335.1/ENST00000837335.1, intron 1 of 1)	5	86282460	86296463	14004	1	285622	ENST00000590707.5	-135189	NA	NBPF22P	NBPF member 22, pseudogene
chr5	86265026	86265201	176	*	p65_0hr_peak_11365	37	.	5.16686	7.67231	3.72411	80	Distal Intergenic	5	86282460	86296463	14004	1	285622	ENST00000590707.5	-17259	NA	NBPF22P	NBPF member 22, pseudogene
chr5	86511520	86511783	264	*	p65_0hr_peak_11366	18	.	3.88691	4.89784	1.87186	122	Intron (ENST00000763077.1/ENST00000763077.1, intron 3 of 3)	5	86617928	86620766	2839	1	1350	ENST00000511472.5	-106145	ENSG00000127184	COX7C	cytochrome c oxidase subunit 7C
chr5	86512070	86512418	349	*	p65_0hr_peak_11367	16	.	3.44457	4.60611	1.65242	89	Intron (ENST00000763077.1/ENST00000763077.1, intron 3 of 3)	5	86617928	86620766	2839	1	1350	ENST00000511472.5	-105510	ENSG00000127184	COX7C	cytochrome c oxidase subunit 7C
chr5	86515299	86515763	465	*	p65_0hr_peak_11368	37	.	5.16686	7.67231	3.72411	129	Intron (ENST00000763077.1/ENST00000763077.1, intron 3 of 3)	5	86617928	86620766	2839	1	1350	ENST00000511472.5	-102165	ENSG00000127184	COX7C	cytochrome c oxidase subunit 7C
chr5	86848042	86848296	255	*	p65_0hr_peak_11369	31	.	4.89076	6.80769	3.18713	94	Intron (ENST00000724121.1/ENST00000724121.1, intron 2 of 2)	5	86746939	86749777	2839	1	100505878	ENST00000741477.1	101103	ENSG00000250544	LINC02059	long intergenic non-protein coding RNA 2059
chr5	87091378	87091613	236	*	p65_0hr_peak_11370	37	.	5.16686	7.67231	3.72411	89	Intron (ENST00000503349.1/101929380, intron 1 of 2)	5	87066713	87075301	8589	2	105379065	ENST00000748835.1	-16077	NA	LOC105379065	uncharacterized LOC105379065
chr5	88053301	88053476	176	*	p65_0hr_peak_11371	26	.	4.30571	6.09996	2.61559	149	Promoter (<=1kb)	5	87863534	88052718	189185	2	124901023	ENST00000815249.1	-583	NA	LOC124901023	uncharacterized LOC124901023
chr5	88057716	88057891	176	*	p65_0hr_peak_11372	26	.	4.30571	6.09996	2.61559	91	Intron (ENST00000815243.1/124901023, intron 1 of 3)	5	87863534	88052718	189185	2	124901023	ENST00000815249.1	-4998	NA	LOC124901023	uncharacterized LOC124901023
chr5	90077347	90077525	179	*	p65_0hr_peak_11373	24	.	4.16111	5.62948	2.43157	141	Intron (ENST00000813482.1/ENST00000813482.1, intron 3 of 4)	5	90016621	90016720	100	2	100500825	ENST00000584845.3	-60627	ENSG00000264342	MIR3660	microRNA 3660
chr5	90210205	90210380	176	*	p65_0hr_peak_11374	26	.	4.30571	6.09996	2.61559	11	Promoter (1-2kb)	5	90153069	90208448	55380	2	101929495	ENST00000813485.1	-1757	ENSG00000248555	LINC01339	long intergenic non-protein coding RNA 1339
chr5	90443574	90443781	208	*	p65_0hr_peak_11375	32	.	4.93918	6.94521	3.26756	86	Intron (ENST00000764615.1/ENST00000764615.1, intron 1 of 1)	5	90471748	90485684	13937	1	10622	ENST00000512239.1	-27967	ENSG00000113356	POLR3G	RNA polymerase III subunit G
chr5	90663329	90663528	200	*	p65_0hr_peak_11376	37	.	5.44168	7.61256	3.72411	149	Intron (ENST00000405460.9/84059, intron 21 of 89)	5	90658068	90718431	60364	1	84059	ENST00000639473.1	5261	ENSG00000164199	ADGRV1	adhesion G protein-coupled receptor V1
chr5	90818780	90819037	258	*	p65_0hr_peak_11377	26	.	4.25937	5.9407	2.61559	133	Intron (ENST00000405460.9/84059, intron 75 of 89)	5	90822055	90848684	26630	1	84059	ENST00000640061.1	-3018	ENSG00000164199	ADGRV1	adhesion G protein-coupled receptor V1
chr5	90821833	90822008	176	*	p65_0hr_peak_11378	32	.	4.94151	6.95196	3.26756	80	Promoter (<=1kb)	5	90822055	90848684	26630	1	84059	ENST00000640061.1	-47	ENSG00000164199	ADGRV1	adhesion G protein-coupled receptor V1
chr5	91273589	91273790	202	*	p65_0hr_peak_11379	37	.	5.16686	7.67231	3.72411	129	Intron (ENST00000650150.1/100505994, intron 3 of 3)	5	91220739	91245003	24265	2	107986432	ENST00000650098.1	-28586	NA	LOC107986432	uncharacterized LOC107986432
chr5	91274254	91274429	176	*	p65_0hr_peak_11380	16	.	3.44457	4.60611	1.65242	66	Intron (ENST00000650150.1/100505994, intron 3 of 3)	5	91220739	91245003	24265	2	107986432	ENST00000650098.1	-29251	NA	LOC107986432	uncharacterized LOC107986432
chr5	92185133	92185428	296	*	p65_0hr_peak_11381	30	.	4.82188	6.67238	3.07771	125	Intron (ENST00000507217.5/105379080, intron 1 of 3)	5	92199007	92417129	218123	1	105379080	ENST00000850170.1	-13579	NA	LOC105379080	uncharacterized LOC105379080
chr5	92194671	92194846	176	*	p65_0hr_peak_11382	36	.	5.10029	7.44386	3.66069	96	Intron (ENST00000507217.5/105379080, intron 1 of 3)	5	92199007	92417129	218123	1	105379080	ENST00000850170.1	-4161	NA	LOC105379080	uncharacterized LOC105379080
chr5	92392425	92392600	176	*	p65_0hr_peak_11383	37	.	5.16686	7.67231	3.72411	91	Intron (ENST00000507217.5/105379080, intron 2 of 3)	5	92372120	92373919	1800	1	105379080	ENST00000850200.1	20305	NA	LOC105379080	uncharacterized LOC105379080
chr5	92706606	92706835	230	*	p65_0hr_peak_11384	37	.	5.16686	7.67231	3.72411	144	Intron (ENST00000850106.1/105379082, intron 1 of 2)	5	92559819	92719940	160122	2	105379082	ENST00000850106.1	13105	NA	LOC105379082	uncharacterized LOC105379082
chr5	93094733	93094908	176	*	p65_0hr_peak_11385	16	.	3.44457	4.60611	1.65242	49	Intron (ENST00000762952.1/105379083, intron 4 of 5)	5	93068528	93135953	67426	2	124901025	ENST00000763005.1	41045	NA	LOC124901025	uncharacterized LOC124901025
chr5	93137529	93137704	176	*	p65_0hr_peak_11386	26	.	4.66429	6.22211	2.69513	140	Promoter (1-2kb)	5	93068528	93135953	67426	2	124901025	ENST00000763005.1	-1576	NA	LOC124901025	uncharacterized LOC124901025
chr5	93217317	93217680	364	*	p65_0hr_peak_11387	23	.	4.11598	5.49678	2.33271	188	Promoter (2-3kb)	5	93090373	93219772	129400	2	105379083	ENST00000762959.1	2092	NA	LOC105379083	uncharacterized LOC105379083
chr5	93266545	93266759	215	*	p65_0hr_peak_11388	32	.	4.94151	6.95196	3.26756	43	Intron (ENST00000763197.1/ENST00000763197.1, intron 1 of 2)	5	93051629	93261424	209796	2	105379083	ENST00000762930.1	-5121	NA	LOC105379083	uncharacterized LOC105379083
chr5	93354542	93354719	178	*	p65_0hr_peak_11389	50	.	6.028	9.31118	5.04104	163	Intron (ENST00000781074.1/ENST00000781074.1, intron 1 of 1)	5	93409838	93422335	12498	2	441094	ENST00000606188.2	67616	ENSG00000237187	NR2F1-AS1	NR2F1 regulatory antisense RNA 1
chr5	93485883	93486108	226	*	p65_0hr_peak_11390	26	.	4.66429	6.22211	2.69513	73	Intron (ENST00000660523.1/441094, intron 4 of 5)	5	93409840	93504726	94887	2	441094	ENST00000654862.1	18618	ENSG00000237187	NR2F1-AS1	NR2F1 regulatory antisense RNA 1
chr5	93852550	93852725	176	*	p65_0hr_peak_11391	23	.	4.11598	5.49678	2.33271	102	Intron (ENST00000395965.8/83989, intron 7 of 10)	5	93776158	93824254	48097	2	83989	ENST00000511139.1	-28296	ENSG00000113391	ARB2A	ARB2 cotranscriptional regulator A
chr5	95170581	95170756	176	*	p65_0hr_peak_11392	16	.	3.44457	4.60611	1.65242	49	Intron (ENST00000515393.6/79772, intron 1 of 22)	5	94942394	95166175	223782	2	79772	ENST00000513695.5	-4406	ENSG00000175471	MCTP1	multiple C2 and transmembrane domain containing 1
chr5	95212526	95212777	252	*	p65_0hr_peak_11393	37	.	5.16686	7.67231	3.72411	77	Intron (ENST00000515393.6/79772, intron 1 of 22)	5	94942394	95166175	223782	2	79772	ENST00000513695.5	-46351	ENSG00000175471	MCTP1	multiple C2 and transmembrane domain containing 1
chr5	95214473	95214648	176	*	p65_0hr_peak_11394	23	.	4.11793	5.50237	2.33271	87	Intron (ENST00000515393.6/79772, intron 1 of 22)	5	94942394	95166175	223782	2	79772	ENST00000513695.5	-48298	ENSG00000175471	MCTP1	multiple C2 and transmembrane domain containing 1
chr5	95817430	95817605	176	*	p65_0hr_peak_11395	23	.	4.13509	5.55226	2.37652	87	Promoter (1-2kb)	5	95813979	95819502	5524	2	2745	ENST00000507412.1	1897	ENSG00000173221	GLRX	glutaredoxin
