gene_id,Gene,chr,start,end,strand
ENSG00000005981.15,ASB4,chr7,95478443,95540233,+
ENSG00000113758.16,DBN1,chr5,177456224,177474401,-
ENSG00000155367.18,PPM1J,chr1,112709993,112715502,-
ENSG00000243364.9,EFNA4,chr1,155063717,155069553,+
ENSG00000275074.4,NUDT18,chr8,22101007,22109444,-
ENSG00000145782.15,ATG12,chr5,115828181,115842534,-
ENSG00000213337.11,ANKRD39,chr2,96836239,96858070,-
ENSG00000169962.6,TAS1R3,chr1,1331274,1335314,+
ENSG00000197747.11,S100A10,chr1,151981696,151993891,-
ENSG00000011007.15,ELOA,chr1,23743152,23762059,+
ENSG00000143862.10,ARL8A,chr1,202133403,202144755,-
ENSG00000137070.21,IL11RA,chr9,34651581,34661902,+
ENSG00000160917.17,CPSF4,chr7,99438907,99458910,+
ENSG00000243910.9,TUBA4B,chr2,219253242,219272197,+
ENSG00000310604.1,ENSG00000310604,chr2,69829738,69829798,+
ENSG00000104738.21,MCM4,chr8,47960184,47979181,+
ENSG00000114023.17,FAM162A,chr3,122384160,122412334,+
ENSG00000162892.16,IL24,chr1,206897442,206904139,+
ENSG00000151729.13,SLC25A4,chr4,185143232,185150393,+
ENSG00000116005.14,PCYOX1,chr2,70257385,70281185,+
ENSG00000162607.15,USP1,chr1,62436040,62454457,+
ENSG00000273045.9,C2orf15,chr2,99141234,99154585,+
ENSG00000023902.15,PLEKHO1,chr1,150149182,150164720,+
ENSG00000071082.13,RPL31,chr2,100997745,101024037,+
ENSG00000120709.13,FAM53C,chr5,138331934,138349729,+
ENSG00000117411.20,B4GALT2,chr1,43978942,43991173,+
ENSG00000106803.12,SEC61B,chr9,99222063,99230696,+
ENSG00000176209.14,SMIM19,chr8,42541131,42555195,+
ENSG00000213516.11,RBMXL1,chr1,88978812,88993002,-
ENSG00000172046.22,USP19,chr3,49105757,49120940,-
ENSG00000162894.14,FCMR,chr1,206903266,206923247,-
ENSG00000288629.1,ENSG00000288629,chr1,89579591,89579654,+
ENSG00000122694.18,GLIPR2,chr9,36136416,36163913,+
ENSG00000183513.11,COA5,chr2,98598241,98608542,-
ENSG00000159164.12,SV2A,chr1,149903317,149918572,-
ENSG00000188133.8,TMEM215,chr9,32783534,32789201,+
ENSG00000106638.20,TBL2,chr7,73567536,73578791,-
ENSG00000172215.8,CXCR6,chr3,45940914,45948640,+
ENSG00000127951.9,FGL2,chr7,77193181,77199884,-
ENSG00000164647.11,STEAP1,chr7,90154179,90164829,+
ENSG00000124006.17,OBSL1,chr2,219550726,219572076,-
ENSG00000143578.18,CREB3L4,chr1,153963718,153974366,+
ENSG00000174307.8,PHLDA3,chr1,201463857,201469430,-
ENSG00000163428.6,LRRC58,chr3,120324508,120349412,-
ENSG00000174279.5,EVX2,chr2,176077471,176083962,-
ENSG00000186103.5,ARGFX,chr3,121567948,121590622,+
ENSG00000237651.9,C2orf74,chr2,61145067,61165407,+
ENSG00000136271.13,DDX56,chr7,44565415,44575388,-
ENSG00000157992.14,KRTCAP3,chr2,27442336,27446486,+
ENSG00000084652.18,TXLNA,chr1,32178096,32198299,+
ENSG00000244038.12,DDOST,chr1,20647466,20661544,-
ENSG00000189043.12,COXFA4,chr7,10931117,10940531,-
ENSG00000160049.14,DFFA,chr1,10456521,10472582,-
ENSG00000143621.19,ILF2,chr1,153661745,153671028,-
ENSG00000068697.9,LAPTM4A,chr2,20032647,20052054,-
ENSG00000107223.15,EDF1,chr9,136862112,136866343,-
ENSG00000175309.18,PHYKPL,chr5,178207126,178233208,-
ENSG00000033100.18,CHPF2,chr7,151232482,151240979,+
ENSG00000211445.14,GPX3,chr5,151020584,151030769,+
ENSG00000116717.14,GADD45A,chr1,67685047,67691165,+
ENSG00000115128.9,SF3B6,chr2,24066653,24076476,-
ENSG00000136274.10,NACAD,chr7,45080436,45089021,-
ENSG00000138135.7,CH25H,chr10,89205628,89207317,-
ENSG00000136807.15,CDK9,chr9,127785251,127792871,+
ENSG00000155508.16,CNOT8,chr5,154857528,154876793,+
ENSG00000165171.13,METTL27,chr7,73832678,73842540,-
ENSG00000162975.6,KCNF1,chr2,10911095,10914225,+
ENSG00000174429.6,ABRA,chr8,106759005,106770251,-
ENSG00000164211.15,STARD4,chr5,111495283,111513044,-
ENSG00000143373.20,ZNF687,chr1,151281501,151292180,+
ENSG00000158793.16,NIT1,chr1,161118081,161125812,+
ENSG00000188315.9,C3orf62,chr3,49268595,49277236,-
ENSG00000241468.10,ATP5MF,chr7,99448474,99466201,-
ENSG00000136918.10,WDR38,chr9,124853265,124859596,+
ENSG00000163879.13,DNALI1,chr1,37556917,37566857,+
ENSG00000286143.1,ENSG00000286143,chr2,219491866,219498244,+
ENSG00000132436.15,FIGNL1,chr7,50439721,50450406,-
ENSG00000168828.6,OR13J1,chr9,35869462,35870401,-
ENSG00000237330.3,RNF223,chr1,1070966,1074306,-
ENSG00000128590.7,DNAJB9,chr7,108569779,108574850,+
ENSG00000168291.15,PDHB,chr3,58425142,58434012,-
ENSG00000158773.16,USF1,chr1,161039248,161045982,-
ENSG00000163499.14,CRYBA2,chr2,218990188,218994270,-
ENSG00000198522.16,GPN1,chr2,27628246,27652152,+
ENSG00000172053.20,QARS1,chr3,49095931,49105130,-
ENSG00000181163.16,NPM1,chr5,171387085,171411952,+
ENSG00000178922.20,HYI,chr1,43450596,43453999,-
ENSG00000143303.14,METTL25B,chr1,156728441,156736960,+
ENSG00000197245.8,FAM110D,chr1,26159032,26163962,+
ENSG00000213190.6,MLLT11,chr1,151054176,151069544,+
ENSG00000138083.6,SIX3,chr2,44941695,44946071,+
ENSG00000146701.14,MDH2,chr7,76048036,76067508,+
ENSG00000126522.19,ASL,chr7,66075799,66094697,+
ENSG00000127377.11,CRYGN,chr7,151428292,151440813,-
ENSG00000117400.19,MPL,chr1,43337807,43354466,+
ENSG00000285976.5,ENSG00000285976,chr6,63572001,63583588,+
ENSG00000137392.12,CLPS,chr6,35794981,35798251,-
ENSG00000041880.17,PARP3,chr3,51942251,51949371,+
ENSG00000138668.22,HNRNPD,chr4,82350775,82374543,-
ENSG00000106631.10,MYL7,chr7,44138856,44143179,-
ENSG00000284691.3,ENSG00000284691,chr7,150400701,150412470,+
ENSG00000120334.18,CENPL,chr1,173794850,173824925,-
ENSG00000213281.7,NRAS,chr1,114704467,114716775,-
ENSG00000114395.13,CYB561D2,chr3,50350833,50358460,+
ENSG00000198758.13,EPS8L3,chr1,109750077,109764062,-
ENSG00000182749.8,PAQR7,chr1,25861210,25875968,-
ENSG00000260097.3,SPDYE6,chr7,102345745,102356444,-
ENSG00000158428.7,CATIP,chr2,218356837,218369962,+
ENSG00000163472.21,TMEM79,chr1,156282927,156293185,+
ENSG00000186130.7,ZBTB6,chr9,122908052,122913333,-
ENSG00000185090.17,MANEAL,chr1,37793787,37804745,+
ENSG00000143761.19,ARF1,chr1,228081840,228099212,+
ENSG00000119048.11,UBE2B,chr5,134371173,134394447,+
ENSG00000284976.2,ENSG00000284976,chr9,137217493,137219361,+
ENSG00000160785.16,SLC25A44,chr1,156193931,156212796,+
ENSG00000251503.8,CENPS-CORT,chr1,10430101,10452153,+
ENSG00000159479.19,MED8,chr1,43383905,43389823,-
ENSG00000163191.8,S100A11,chr1,152032503,152047907,-
ENSG00000175084.15,DES,chr2,219417473,219426740,+
ENSG00000124508.19,BTN2A2,chr6,26383090,26394880,+
ENSG00000172059.13,KLF11,chr2,10042848,10054958,+
ENSG00000105865.13,DUS4L,chr7,107563483,107579483,+
ENSG00000123080.14,CDKN2C,chr1,50960744,50975654,+
ENSG00000179902.15,CFAP276,chr1,109105950,109113857,-
ENSG00000169442.10,CD52,chr1,26317906,26320527,+
ENSG00000113739.12,STC2,chr5,173314707,173328447,-
ENSG00000162976.14,SLC66A3,chr2,11155197,11178870,+
ENSG00000248767.2,FOXL3,chr7,290169,294422,+
ENSG00000187791.14,SPATA31F3,chr9,34889061,34895797,-
ENSG00000275572.2,GRIFIN,chr7,2474727,2476894,-
ENSG00000162881.7,OXER1,chr2,42762498,42764135,-
ENSG00000213585.13,VDAC1,chr5,133971870,134005360,-
ENSG00000135316.21,SYNCRIP,chr6,85607389,85644063,-
ENSG00000162543.8,UBXN10,chr1,20183292,20196050,+
ENSG00000168878.21,SFTPB,chr2,85655153,85668741,-
ENSG00000113621.17,TXNDC15,chr5,134874307,134902952,+
ENSG00000142867.16,BCL10,chr1,85265775,85276640,-
ENSG00000188015.12,S100A3,chr1,153547328,153550151,-
ENSG00000137218.12,FRS3,chr6,41769317,41787570,-
ENSG00000155438.14,NIFK,chr2,121724714,121737120,-
ENSG00000081692.15,JMJD4,chr1,227730411,227735413,-
ENSG00000145029.17,NICN1,chr3,49422332,49429331,-
ENSG00000155428.13,TRIM74,chr7,72959484,72969466,-
ENSG00000165689.19,ENTR1,chr9,136401921,136410621,-
ENSG00000120738.9,EGR1,chr5,138465189,138471204,+
ENSG00000143811.22,PYCR2,chr1,225914981,225924340,-
ENSG00000160404.20,TOR2A,chr9,127731515,127735355,-
ENSG00000280670.5,CCDC163,chr1,45493862,45500163,-
ENSG00000163584.20,RPL22L1,chr3,170864874,170870475,-
ENSG00000143412.12,ANXA9,chr1,150981320,150996077,+
ENSG00000197191.7,CYSRT1,chr9,137225173,137226315,+
ENSG00000283267.3,FAM237B,chr7,90316502,90321304,-
ENSG00000113196.5,HAND1,chr5,154472102,154478356,-
ENSG00000176248.11,ANAPC2,chr9,137174783,137189028,-
ENSG00000106538.12,RARRES2,chr7,150338313,150342144,-
ENSG00000181274.8,FRAT2,chr10,97329254,97334729,-
ENSG00000178467.20,P4HTM,chr3,48989857,49007153,+
ENSG00000143401.17,ANP32E,chr1,150217462,150236202,-
ENSG00000156928.7,MALSU1,chr7,23298738,23311729,+
ENSG00000143127.15,ITGA10,chr1,145891205,145910111,-
ENSG00000176020.9,AMIGO3,chr3,49716828,49719684,-
ENSG00000163701.21,IL17RE,chr3,9902611,9916402,+
ENSG00000196754.15,S100A2,chr1,153560949,153586676,-
ENSG00000113555.6,PCDH12,chr5,141943580,141969741,-
ENSG00000162396.8,PARS2,chr1,54756590,54764549,-
ENSG00000235169.13,SMIM1,chr1,3772647,3782178,+
ENSG00000255054.3,ENSG00000255054,chr1,25811469,25823744,+
ENSG00000137077.11,CCL21,chr9,34709004,34710167,-
ENSG00000114978.20,MOB1A,chr2,74152527,74178932,-
ENSG00000288825.1,H2AC18,chr1,149842217,149842750,-
ENSG00000290230.1,ENSG00000290230,chr8,144078641,144084330,+
ENSG00000114378.19,HYAL1,chr3,50299882,50312890,-
ENSG00000114353.19,GNAI2,chr3,50226291,50259362,+
ENSG00000181754.9,AMIGO1,chr1,109503463,109509758,-
ENSG00000284308.3,C2orf81,chr2,74414175,74421655,-
ENSG00000198791.14,CNOT7,chr8,17224965,17247726,-
ENSG00000137185.15,ZSCAN9,chr6,28224885,28233487,+
ENSG00000162572.22,SCNN1D,chr1,1280435,1292029,+
ENSG00000175416.18,CLTB,chr5,176392461,176416585,-
ENSG00000120149.10,MSX2,chr5,174724550,174730896,+
ENSG00000137288.12,UQCC2,chr6,33690634,33711748,-
ENSG00000174173.8,TRMT10C,chr3,101561833,101566446,+
ENSG00000163993.8,S100P,chr4,6693820,6697171,+
ENSG00000162482.7,AKR7A3,chr1,19281055,19288823,-
ENSG00000124608.7,AARS2,chr6,44298725,44313376,-
ENSG00000158615.10,PPP1R15B,chr1,204396491,204411887,-
ENSG00000134086.12,VHL,chr3,10141763,10153676,+
ENSG00000214300.8,SPDYE3,chr7,100307701,100322372,+
ENSG00000168564.8,CDKN2AIP,chr4,183444627,183452995,+
ENSG00000115446.14,UNC50,chr2,98608173,98618604,+
ENSG00000136197.16,C7orf25,chr7,42883177,42912518,-
ENSG00000185798.10,WDR53,chr3,196552216,196569263,-
ENSG00000118640.13,VAMP8,chr2,85561561,85582032,+
ENSG00000184307.19,ZDHHC23,chr3,113947705,113965401,+
ENSG00000181751.12,MACIR,chr5,103258387,103280933,+
ENSG00000010256.14,UQCRC1,chr3,48598989,48610976,-
ENSG00000180592.17,SKIDA1,chr10,21513474,21526368,-
ENSG00000145907.18,G3BP1,chr5,151770950,151812911,+
ENSG00000160741.19,CRTC2,chr1,153947668,153958642,-
ENSG00000178896.11,EXOSC4,chr8,144078559,144081408,+
ENSG00000119782.15,FKBP1B,chr2,24049673,24067714,+
ENSG00000164062.15,APEH,chr3,49673817,49683973,+
ENSG00000158406.6,H4C8,chr6,26277608,26285638,-
ENSG00000120211.5,INSL4,chr9,5231407,5235304,+
ENSG00000132432.16,SEC61G,chr7,54752135,54759974,-
ENSG00000128699.17,ORMDL1,chr2,189765544,189784395,-
ENSG00000143257.15,NR1I3,chr1,161228774,161238276,-
ENSG00000148719.18,DNAJB12,chr10,72332829,72355167,-
ENSG00000134072.13,CAMK1,chr3,9757340,9770606,-
ENSG00000137124.10,ALDH1B1,chr9,38392622,38398661,+
ENSG00000163141.22,BNIPL,chr1,151036320,151047720,+
ENSG00000197622.15,CDC42SE1,chr1,151050241,151070325,-
ENSG00000127362.2,TAS2R3,chr7,141764096,141765197,+
ENSG00000198876.15,DCAF12,chr9,34086383,34127399,-
ENSG00000187626.11,ZKSCAN4,chr6,28241010,28252924,-
ENSG00000204311.17,PJVK,chr2,178451345,178462408,+
ENSG00000128050.11,PAICS,chr4,56435057,56464578,+
ENSG00000161904.15,LEMD2,chr6,33771201,33789173,-
ENSG00000143436.12,MRPL9,chr1,151759642,151763522,-
ENSG00000019582.19,CD74,chr5,150401636,150412969,-
ENSG00000158710.17,TAGLN2,chr1,159918105,159925546,-
ENSG00000182477.5,OR2B8,chr6,28053227,28054165,-
ENSG00000015479.22,MATR3,chr5,139273751,139332518,+
ENSG00000116031.10,CD207,chr2,70829999,70835822,-
ENSG00000145217.16,SLC26A1,chr4,978991,997659,-
ENSG00000178028.16,DMAP1,chr1,44213426,44230038,+
ENSG00000213901.13,SLC23A3,chr2,219161464,219170095,-
ENSG00000165724.8,ZMYND19,chr9,137582065,137590520,-
ENSG00000120913.26,PDLIM2,chr8,22578057,22598025,+
ENSG00000104221.15,BRF2,chr8,37843267,37849911,-
ENSG00000127054.24,INTS11,chr1,1311584,1324688,-
ENSG00000120533.14,ENY2,chr8,109333554,109345954,+
ENSG00000113073.17,SLC4A9,chr5,140360187,140375324,+
ENSG00000143612.23,LTAP1,chr1,154206665,154220686,-
ENSG00000168288.15,MMADHC,chr2,149564525,149587812,-
ENSG00000197903.11,H2BC12,chr6,27135927,27146863,-
ENSG00000244219.9,TMEM225B,chr7,99597867,99611045,+
ENSG00000185730.10,ZNF696,chr8,143289675,143299952,+
ENSG00000178021.11,TSPYL6,chr2,54253177,54256229,-
ENSG00000187189.11,TSPYL4,chr6,116249963,116254075,-
ENSG00000184925.14,LCN12,chr9,136949390,136956535,+
ENSG00000120437.11,ACAT2,chr6,159761444,159788182,+
ENSG00000164266.12,SPINK1,chr5,147824571,147831679,-
ENSG00000137040.11,RANBP6,chr9,6011024,6015639,-
ENSG00000158109.17,TPRG1L,chr1,3624978,3630131,+
ENSG00000198830.15,HMGN2,chr1,26471494,26487537,+
ENSG00000164331.12,ANKRA2,chr5,73552189,73565712,-
ENSG00000183808.14,RBM12B,chr8,93728154,93741098,-
ENSG00000148677.9,ANKRD1,chr10,90912091,90921277,-
ENSG00000026025.18,VIM,chr10,17228240,17237595,+
ENSG00000168913.9,ENHO,chr9,34521042,34523174,-
ENSG00000006606.10,CCL26,chr7,75769532,75789896,-
ENSG00000142676.16,RPL11,chr1,23691684,23698426,+
ENSG00000152904.13,GGPS1,chr1,235327349,235344544,+
ENSG00000163159.17,VPS72,chr1,151176303,151195321,-
ENSG00000283189.2,ENSG00000283189,chr3,49416776,49429314,-
ENSG00000137414.9,FAM8A1,chr6,17600275,17611719,+
ENSG00000286131.1,ENSG00000286131,chr8,32647201,32647390,+
ENSG00000049245.14,VAMP3,chr1,7771263,7781447,+
ENSG00000116922.17,AIRIM,chr1,37681569,37692296,-
ENSG00000116586.14,LAMTOR2,chr1,156053915,156058817,+
ENSG00000136783.12,NIPSNAP3A,chr9,104747663,104760369,+
ENSG00000164011.20,ZNF691,chr1,42846572,42854023,+
ENSG00000293137.4,MSL3B,chr2,233864662,233868413,-
ENSG00000212993.6,POU5F1B,chr8,127322182,127420066,+
ENSG00000174946.7,GPR171,chr3,151197831,151203216,-
ENSG00000086061.18,DNAJA1,chr9,33025202,33041858,+
ENSG00000114503.12,NCBP2,chr3,196935401,196942594,-
ENSG00000260286.5,ARMH2,chr6,24797322,24798917,-
ENSG00000171505.6,OR1N1,chr9,122526357,122527293,-
ENSG00000106588.14,PSMA2,chr7,42916827,42932223,-
ENSG00000106009.18,BRAT1,chr7,2537783,2555782,-
ENSG00000147443.15,DOK2,chr8,21907460,21913960,-
ENSG00000164610.11,RP9,chr7,33094796,33109601,-
ENSG00000184160.8,ADRA2C,chr4,3766347,3768526,+
ENSG00000243477.8,NAA80,chr3,50296401,50299437,-
ENSG00000143384.15,MCL1,chr1,150560894,150579738,-
ENSG00000134330.20,IAH1,chr2,9473657,9500587,+
ENSG00000160688.21,FLAD1,chr1,154983310,154993111,+
ENSG00000174720.20,LARP7,chr4,112636989,112657861,+
ENSG00000159588.17,CCDC17,chr1,45620043,45624062,-
ENSG00000085514.17,PILRA,chr7,100367529,100400098,+
ENSG00000160781.19,PAQR6,chr1,156243317,156248647,-
ENSG00000115816.17,CEBPZ,chr2,37201569,37231612,-
ENSG00000183615.8,FAM167B,chr1,32247214,32248856,+
ENSG00000242802.11,AP5Z1,chr7,4775609,4794397,+
ENSG00000171806.14,METTL18,chr1,169791740,169794991,-
ENSG00000277075.4,H2AC8,chr6,26216920,26218515,+
ENSG00000160087.23,UBE2J2,chr1,1253906,1274477,-
ENSG00000146678.11,IGFBP1,chr7,45888359,45893660,+
ENSG00000117215.16,PLA2G2D,chr1,20111938,20119566,-
ENSG00000113525.12,IL5,chr5,132541443,132556838,-
ENSG00000142751.17,GPN2,chr1,26876131,26890283,-
ENSG00000250719.3,P3R3URF,chr1,46171016,46176488,-
ENSG00000291316.1,TMEM276-ZFTRAF1,chr8,144449581,144465430,-
ENSG00000143933.22,CALM2,chr2,47160083,47176921,-
ENSG00000155755.21,TMEM237,chr2,201620183,201643570,-
ENSG00000143793.15,C1orf35,chr1,228099029,228105411,-
ENSG00000176532.6,PRR15,chr7,29563774,29568145,+
ENSG00000187616.6,MYMK,chr9,133514585,133528612,-
ENSG00000187954.16,ZFTRAF1,chr8,144447344,144462908,-
ENSG00000155329.14,ZCCHC10,chr5,132996984,133026604,-
ENSG00000169067.4,ACTBL2,chr5,57480017,57482811,-
ENSG00000137101.15,CD72,chr9,35609964,35646810,-
ENSG00000172410.5,INSL5,chr1,66797739,66801276,-
ENSG00000180228.16,PRKRA,chr2,178431291,178451512,-
ENSG00000144381.20,HSPD1,chr2,197485927,197516737,-
ENSG00000163121.12,NEURL3,chr2,96497643,96508153,-
ENSG00000117640.20,MTFR1L,chr1,25818639,25835879,+
ENSG00000048544.9,MRPS10,chr6,42205716,42217881,-
ENSG00000106089.14,STX1A,chr7,73699204,73719706,-
ENSG00000163263.8,CFAP141,chr1,154199084,154206352,-
ENSG00000136238.22,RAC1,chr7,6374097,6404016,+
ENSG00000142686.9,C1orf216,chr1,35713874,35718894,-
ENSG00000286075.4,SMIM10L3,chr7,6329408,6348967,-
ENSG00000116030.19,SUMO1,chr2,202206170,202238604,-
ENSG00000122877.19,EGR2,chr10,62811995,62819167,-
ENSG00000165046.15,LETM2,chr8,38386203,38409527,+
ENSG00000164587.15,RPS14,chr5,150429755,150449952,-
ENSG00000215187.14,CIMIP2B,chr9,35561830,35563914,-
ENSG00000002745.14,WNT16,chr7,121325366,121341252,+
ENSG00000164889.17,SLC4A2,chr7,151057209,151076527,+
ENSG00000163682.19,RPL9,chr4,39450678,39472424,-
ENSG00000143867.9,OSR1,chr2,19351484,19359486,-
ENSG00000116237.18,ICMT,chr1,6221192,6235997,-
ENSG00000116337.22,AMPD2,chr1,109616103,109632055,+
ENSG00000181472.7,ZBTB2,chr6,151364104,151391700,-
ENSG00000134262.17,AP4B1,chr1,113894193,113905722,-
ENSG00000185955.6,SPACDR,chr7,100456619,100464277,-
ENSG00000203872.7,C6orf163,chr6,87344812,87365463,+
ENSG00000162413.18,KLHL21,chr1,6590723,6614607,-
ENSG00000120727.15,PAIP2,chr5,139341586,139369733,+
ENSG00000241186.12,CRIPTO,chr3,46573632,46584684,+
ENSG00000146576.15,INTS15,chr7,6589563,6608785,+
ENSG00000178397.14,FAM220A,chr7,6329408,6348981,-
ENSG00000196652.14,ZKSCAN5,chr7,99504633,99535360,+
ENSG00000117593.14,DARS2,chr1,173824539,173858808,+
ENSG00000132763.17,MMACHC,chr1,45500185,45513382,+
ENSG00000163064.7,EN1,chr2,118842170,118847648,-
ENSG00000124766.7,SOX4,chr6,21593750,21598619,+
ENSG00000075073.17,TACR2,chr10,69402884,69416923,-
ENSG00000112578.13,BYSL,chr6,41921228,41934602,+
ENSG00000183779.8,ZNF703,chr8,37695743,37700019,+
ENSG00000170893.5,TRH,chr3,129974292,129977940,+
ENSG00000183813.8,CCR4,chr3,32951643,32957120,+
ENSG00000205090.10,TMEM240,chr1,1534777,1540624,-
ENSG00000185112.6,FAM43A,chr3,194685882,194689037,+
ENSG00000136527.21,TRA2B,chr3,185914557,185938103,-
ENSG00000130427.4,EPO,chr7,100720464,100723700,+
ENSG00000167130.20,DOLPP1,chr9,129081096,129091161,+
ENSG00000162545.8,CAMK2N1,chr1,20482390,20486270,-
ENSG00000164972.15,SPMIP6,chr9,34379018,34397828,-
ENSG00000205482.13,SPDYE18,chr7,77050390,77063938,-
ENSG00000196748.12,CLPSL2,chr6,35776534,35779557,+
ENSG00000174748.24,RPL15,chr3,23916590,23924374,+
ENSG00000177721.5,ANXA2R,chr5,43039232,43043170,-
ENSG00000188984.13,AADACL3,chr1,12716108,12728760,+
ENSG00000114125.15,RNF7,chr3,141738188,141747611,+
ENSG00000171960.14,PPIH,chr1,42658184,42676758,+
ENSG00000166343.11,MSS51,chr10,73423578,73433567,-
ENSG00000158481.14,CD1C,chr1,158289768,158294774,+
ENSG00000038274.20,MAT2B,chr5,163503108,163519588,+
ENSG00000106682.17,EIF4H,chr7,74174126,74197122,+
ENSG00000128524.6,ATP6V1F,chr7,128862815,128865849,+
ENSG00000180353.13,HCLS1,chr3,121631398,121660927,-
ENSG00000254726.3,MEX3A,chr1,156072012,156082465,-
ENSG00000163702.23,IL17RC,chr3,9917039,9933630,+
ENSG00000112312.12,GMNN,chr6,24774891,24788205,+
ENSG00000171307.21,ZDHHC16,chr10,97446140,97457934,+
ENSG00000136279.23,DBNL,chr7,44044627,44069456,+
ENSG00000162676.15,GFI1,chr1,92472359,92486925,-
ENSG00000153037.17,SRP19,chr5,112861187,112898371,+
ENSG00000147889.19,CDKN2A,chr9,21966923,21995301,-
ENSG00000187140.6,FOXD3,chr1,63322566,63325128,+
ENSG00000160447.9,PKN3,chr9,128702488,128720924,+
ENSG00000060642.14,PIGV,chr1,26787053,26800659,+
ENSG00000168255.20,POLR2J3,chr7,102537917,102572653,-
ENSG00000085760.17,MTIF2,chr2,55236217,55270263,-
ENSG00000115806.15,GORASP2,chr2,170928463,170967135,+
ENSG00000164609.12,SLU7,chr5,160400534,160421711,-
ENSG00000075886.12,TUBA3D,chr2,131476117,131482935,+
ENSG00000135956.13,TMEM127,chr2,96248499,96266082,-
ENSG00000143374.20,TARS2,chr1,150487324,150507614,+
ENSG00000115163.17,CENPA,chr2,26764288,26801067,+
ENSG00000173535.17,TNFRSF10C,chr8,23102920,23122014,+
ENSG00000121579.16,NAA50,chr3,113716457,113746786,-
ENSG00000188167.10,TMPPE,chr3,33083567,33097229,-
ENSG00000011009.14,LYPLA2,chr1,23791109,23795545,+
ENSG00000243335.11,KCTD7,chr7,66628864,66649067,+
ENSG00000129625.15,REEP5,chr5,112876384,112922363,-
ENSG00000013392.10,RWDD2A,chr6,83193336,83198950,+
ENSG00000187796.18,CARD9,chr9,136363955,136373683,-
ENSG00000154781.18,CCDC174,chr3,14651745,14674940,+
ENSG00000119523.12,ALG2,chr9,99216424,99221992,-
ENSG00000213563.8,C8orf82,chr8,144525732,144529132,-
ENSG00000169258.9,GPRIN1,chr5,176595801,176610177,-
ENSG00000136273.16,HUS1,chr7,47961881,47979682,-
ENSG00000172428.13,COPS9,chr2,240126562,240136807,-
ENSG00000124370.13,MCEE,chr2,71108925,71130279,-
ENSG00000085274.18,MYNN,chr3,169773376,169790449,+
ENSG00000136938.11,ANP32B,chr9,97983125,98017079,+
ENSG00000171497.7,PPID,chr4,158708160,158723418,-
ENSG00000055044.13,NOP58,chr2,202265275,202303667,+
ENSG00000146828.20,SLC12A9,chr7,100826819,100867017,+
ENSG00000189143.10,CLDN4,chr7,73799541,73832690,+
ENSG00000239305.9,RNF103,chr2,86602510,86623900,-
ENSG00000272104.1,ENSG00000272104,chr3,50350891,50367923,+
ENSG00000073111.17,MCM2,chr3,127598222,127622442,+
ENSG00000164406.10,LEAP2,chr5,132873443,132899343,+
ENSG00000107018.8,RLN1,chr9,5334929,5339876,-
ENSG00000142748.16,FCN3,chr1,27369107,27374920,-
ENSG00000170458.17,CD14,chr5,140630401,140633711,-
ENSG00000154813.12,DPH3,chr3,16257060,16264998,-
ENSG00000065978.21,YBX1,chr1,42682143,42703805,+
ENSG00000171357.7,LURAP1,chr1,46203190,46223718,+
ENSG00000178602.10,OTOS,chr2,240139025,240144562,-
ENSG00000106246.20,PTCD1,chr7,99415191,99466201,-
ENSG00000162727.3,OR2M5,chr1,248145147,248146086,+
ENSG00000173207.15,CKS1B,chr1,154974640,154979256,+
ENSG00000120215.11,MLANA,chr9,5890872,5910606,+
ENSG00000079785.18,DDX1,chr2,15591177,15634346,+
ENSG00000143768.14,LEFTY2,chr1,225936597,225941532,-
ENSG00000143418.22,CERS2,chr1,150959098,150977396,-
ENSG00000170482.19,SLC23A1,chr5,139366641,139385495,-
ENSG00000121851.15,POLR3GL,chr1,145957025,145978849,+
ENSG00000163157.17,TMOD4,chr1,151169983,151176284,-
ENSG00000160867.17,FGFR4,chr5,177086455,177098156,+
ENSG00000248919.7,ATP5MF-PTCD1,chr7,99419748,99466197,-
ENSG00000162460.9,TMEM82,chr1,15742487,15747982,+
ENSG00000180044.6,C3orf80,chr3,160225421,160228213,+
ENSG00000146858.9,ZC3HAV1L,chr7,139021497,139036219,-
ENSG00000182187.5,CRYGB,chr2,208142572,208146163,-
ENSG00000132185.20,FCRLA,chr1,161706957,161714352,+
ENSG00000144362.14,PHOSPHO2,chr2,169694434,169704808,+
ENSG00000198569.11,SLC34A3,chr9,137230756,137236555,+
ENSG00000214360.5,EFCAB9,chr5,172194171,172203454,+
ENSG00000143387.16,CTSK,chr1,150794879,150809577,-
ENSG00000144130.12,NT5DC4,chr2,112721019,112742879,+
ENSG00000124688.16,MAD2L1BP,chr6,43629493,43640960,+
ENSG00000158869.13,FCER1G,chr1,161215174,161220709,+
ENSG00000044090.15,CUL7,chr6,43037616,43053943,-
ENSG00000107404.23,DVL1,chr1,1335274,1349962,-
ENSG00000106993.14,CDC37L1,chr9,4679555,4708399,+
ENSG00000198075.12,SULT1C4,chr2,108377910,108388990,+
ENSG00000239857.9,GET4,chr7,876485,896441,+
ENSG00000071994.12,PDCD2,chr6,170572300,170584692,-
ENSG00000150201.17,FXYD4,chr10,43371634,43376335,+
ENSG00000151093.10,OXSM,chr3,25782916,25797141,+
ENSG00000065371.19,ROPN1,chr3,123968520,123992178,-
ENSG00000310592.1,ENSG00000310592,chr5,134818915,134855133,+
